ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	genome_name
0000002922	48_1	K11060_3	69	4.8e-20	entB	-	KEGG	probable enterotoxin B	CM01_24_S247
0000000118	1_118	PF15534.1	89.3	3.9e-26	Ntox35	-	PFAM	Putative toxin 56	CM02_14_S245
0000000120	1_120	K11021_124	43	3.5e-12	tccC	-	KEGG	insecticidal toxin complex protein TccC	CM02_14_S245
0000000142	1_142	K03699_483	397.1	1.4999999999999998e-119	tlyC	-	KEGG	putative hemolysin	CM02_14_S245
0000000163	1_163	PF00873.14	708.1	3.2e-213	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family	CM02_14_S245
0000000213	1_213	PF02452.12	113.3	1.4999999999999999e-33	PemK	-	PFAM	PemK-like protein	CM02_14_S245
0000000216	1_216	PF13091.1	94	1.3e-27	PLDc_2	-	PFAM	PLD-like domain	CM02_14_S245
0000000238	1_238	PF07883.6	40.1	4.5e-11	Cupin_2	-	PFAM	Cupin domain	CM02_14_S245
0000000271	1_271	PF13950.1	63.1	4.1e-18	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_14_S245
0000000340	1_340	PF00717.18	65.5	6.1e-19	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000000382	1_382	PF00903.20	43.2	8.2e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	CM02_14_S245
0000000409	1_409	PF00717.18	63.4	2.6e-18	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000000693	3_37	PF01909.18	40.1	8.3e-11	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_14_S245
0000000721	3_65	PF03372.18	92	1.3e-26	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	CM02_14_S245
0000000737	3_81	PF03837.9	127.3	1.1e-37	RecT	-	PFAM	RecT family	CM02_14_S245
0000000753	3_97	PF07927.7	43.2	6.4e-12	YcfA	-	PFAM	YcfA-like protein	CM02_14_S245
0000001111	5_61	PF13091.1	52.4	1e-14	PLDc_2	-	PFAM	PLD-like domain	CM02_14_S245
0000001146	5_96	PF01636.18	68.9	1.3e-19	APH	-	PFAM	Phosphotransferase enzyme family	CM02_14_S245
0000001221	6_38	PF07883.6	45.8	7.3e-13	Cupin_2	-	PFAM	Cupin domain	CM02_14_S245
0000001245	6_62	K11060_3	47.2	2.4e-13	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000001335	7_12	PF00717.18	59.5	4.5e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000001337	7_14	PF00717.18	58	1.3e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000001337	7_14	PF10502.4	49	1e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	CM02_14_S245
0000001337	7_14	TIGR02771	46.6	5.1e-13	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF	CM02_14_S245
0000001509	8_74	PF10502.4	57.6	2.2e-16	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	CM02_14_S245
0000001509	8_74	TIGR02771	61.4	1.4e-17	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF	CM02_14_S245
0000001509	8_74	PF00717.18	55.5	7.6e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000001626	9_85	PF02742.10	49.1	7.7e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	CM02_14_S245
0000001690	10_32	PF13091.1	102.6	2.9000000000000002e-30	PLDc_2	-	PFAM	PLD-like domain	CM02_14_S245
0000001952	13_25	PF03372.18	49.8	1e-13	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	CM02_14_S245
0000002090	15_2	PF04221.7	58.2	1.2e-16	RelB	-	PFAM	RelB antitoxin	CM02_14_S245
0000002091	15_3	PF05016.9	53.7	4.8e-15	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein	CM02_14_S245
0000002102	15_14	K11060_3	53	4.1e-15	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000002151	15_63	K11060_3	43	4.5e-12	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000002337	18_40	K11068_1278_95_625	221.7	1.4e-66	hlyIII	-	KEGG	hemolysin III	CM02_14_S245
0000002361	19_1	K11060_3	57.7	1.6e-16	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000002367	19_7	PF07883.6	67.2	1.5e-19	Cupin_2	-	PFAM	Cupin domain	CM02_14_S245
0000002436	20_17	K06972_355	991.1	1e-298	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]	CM02_14_S245
0000002436	20_17	PF08367.6	215.8	9.7e-65	M16C_assoc	-	PFAM	Peptidase M16C associated	CM02_14_S245
0000002436	20_17	PF05193.16	75	1.4e-21	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	CM02_14_S245
0000002473	20_54	PF01909.18	45	2.4e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_14_S245
0000002498	21_17	PF13950.1	104.3	5.5e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_14_S245
0000002614	23_30	PF07883.6	50.1	3.4e-14	Cupin_2	-	PFAM	Cupin domain	CM02_14_S245
0000002879	28_44	K11060_3	50.4	2.6e-14	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000002885	29_6	PF00717.18	64.6	1.1e-18	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000002955	30_5	K11060_3	69	5.9e-20	entB	-	KEGG	probable enterotoxin B	CM02_14_S245
0000002973	30_23	PF00882.13	74.3	2.1e-21	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C	CM02_14_S245
0000003011	31_25	PF02452.12	106.8	1.5999999999999999e-31	PemK	-	PFAM	PemK-like protein	CM02_14_S245
0000003012	31_26	K03699_483	266.5	6.3000000000000004e-80	tlyC	-	KEGG	putative hemolysin	CM02_14_S245
0000003016	31_30	PF14057.1	639	2.7e-193	GGGtGRT	-	PFAM	GGGtGRT protein	CM02_14_S245
0000003033	32_6	PF01909.18	43.8	5.8e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_14_S245
0000003034	32_7	PF15636.1	56	5.5e-16	Tox-GHH	-	PFAM	GHH signature containing HNH/Endo VII superfamily nuclease toxin	CM02_14_S245
0000003060	32_33	PF00881.19	105.2	7.000000000000001e-31	Nitroreductase	-	PFAM	Nitroreductase family	CM02_14_S245
0000003097	33_27	PF00717.18	46.9	3.9e-13	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_14_S245
0000003287	39_19	PF02452.12	103.7	1.4000000000000001e-30	PemK	-	PFAM	PemK-like protein	CM02_14_S245
0000003289	39_21	PF02742.10	47.6	2.4e-13	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	CM02_14_S245
0000003294	40_1	PF02452.12	74	2.4e-21	PemK	-	PFAM	PemK-like protein	CM02_14_S245
0000003392	42_21	K10815_8	64	1.6e-18	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	CM02_14_S245
0000003393	42_22	K10816_8	76.3	3.5000000000000005e-22	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	CM02_14_S245
0000003405	43_7	PF04488.10	60	5.9e-17	Gly_transf_sug	-	PFAM	Glycosyltransferase sugar-binding region containing DXD motif	CM02_14_S245
0000003478	47_1	K11021_124	61.5	8.8e-18	tccC	-	KEGG	insecticidal toxin complex protein TccC	CM02_14_S245
0000003513	51_1	PF00881.19	98.3	9.4e-29	Nitroreductase	-	PFAM	Nitroreductase family	CM02_14_S245
0000000002	1_2	PF13950.1	63.1	3.4e-18	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_2_S14
0000000025	1_25	PF07883.6	40.1	3.8e-11	Cupin_2	-	PFAM	Cupin domain	CM02_2_S14
0000000051	1_51	PF03496.9	79.3	4.1000000000000003e-23	ADPrib_exo_Tox	-	PFAM	ADP-ribosyltransferase exoenzyme	CM02_2_S14
0000000056	1_56	PF07927.7	43.2	5.3e-12	YcfA	-	PFAM	YcfA-like protein	CM02_2_S14
0000000068	1_68	PF03837.9	157.8	4e-47	RecT	-	PFAM	RecT family	CM02_2_S14
0000000089	1_89	K11021_124	55.6	4.4e-16	tccC	-	KEGG	insecticidal toxin complex protein TccC	CM02_2_S14
0000000143	1_143	PF13091.1	92	4.6e-27	PLDc_2	-	PFAM	PLD-like domain	CM02_2_S14
0000000158	1_158	PF00873.14	709.2	1.2e-213	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family	CM02_2_S14
0000000178	1_178	K03699_483	397.1	1.2999999999999998e-119	tlyC	-	KEGG	putative hemolysin	CM02_2_S14
0000000195	1_195	PF15534.1	89.3	3.5e-26	Ntox35	-	PFAM	Putative toxin 56	CM02_2_S14
0000000266	2_67	PF00717.18	65.5	5.1e-19	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000000307	2_108	PF00903.20	43.2	6.9e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	CM02_2_S14
0000000334	2_135	PF00717.18	63.4	2.2e-18	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000000379	2_180	PF01909.18	44.4	3e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_2_S14
0000000473	3_93	PF00717.18	48.4	1.1e-13	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000000478	3_98	PF02452.12	81.2	1.1e-23	PemK	-	PFAM	PemK-like protein	CM02_2_S14
0000000545	4_5	PF00717.18	42.5	7.2e-12	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000000587	4_47	K11021_124	61.4	8.2e-18	tccC	-	KEGG	insecticidal toxin complex protein TccC	CM02_2_S14
0000000691	5_17	PF02742.10	49.1	6.4e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	CM02_2_S14
0000000949	6_134	PF01909.18	41.7	2.1e-11	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_2_S14
0000000952	6_137	PF04221.7	58.2	1e-16	RelB	-	PFAM	RelB antitoxin	CM02_2_S14
0000001104	8_36	PF13950.1	104.3	4.4999999999999995e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_2_S14
0000001144	8_76	K11068_1278_95_625	222.3	7.6e-67	hlyIII	-	KEGG	hemolysin III	CM02_2_S14
0000001242	9_67	TIGR02771	46.6	4.3e-13	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF	CM02_2_S14
0000001242	9_67	PF10502.4	49	8.7e-14	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	CM02_2_S14
0000001242	9_67	PF00717.18	58	1.1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000001244	9_69	PF00717.18	59.5	3.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_2_S14
0000001290	9_115	K11060_3	50.4	2.1e-14	entB	-	KEGG	probable enterotoxin B	CM02_2_S14
0000001318	10_28	K11060_3	53	3.4e-15	entB	-	KEGG	probable enterotoxin B	CM02_2_S14
0000001625	13_25	PF07883.6	50.1	2.8e-14	Cupin_2	-	PFAM	Cupin domain	CM02_2_S14
0000001644	13_44	PF02452.12	77.7	1.4000000000000002e-22	PemK	-	PFAM	PemK-like protein	CM02_2_S14
0000001681	13_81	PF07927.7	61.9	7.6e-18	YcfA	-	PFAM	YcfA-like protein	CM02_2_S14
0000001805	15_10	PF00881.19	98.3	7.8e-29	Nitroreductase	-	PFAM	Nitroreductase family	CM02_2_S14
0000001830	15_35	PF02452.12	106.8	1.3e-31	PemK	-	PFAM	PemK-like protein	CM02_2_S14
0000001831	15_36	K03699_483	266.5	5.3e-80	tlyC	-	KEGG	putative hemolysin	CM02_2_S14
0000001835	15_40	PF14057.1	639	2.3e-193	GGGtGRT	-	PFAM	GGGtGRT protein	CM02_2_S14
0000001889	16_4	PF13091.1	71	1.4e-20	PLDc_2	-	PFAM	PLD-like domain	CM02_2_S14
0000001912	16_27	PF05016.9	41.3	3e-11	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein	CM02_2_S14
0000002220	20_52	K10815_8	64	1.4e-18	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	CM02_2_S14
0000002221	20_53	K10816_8	76.4	2.7e-22	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	CM02_2_S14
0000002411	24_16	PF03372.18	89.6	6e-26	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	CM02_2_S14
0000002523	26_30	PF13091.1	102.6	2.5000000000000002e-30	PLDc_2	-	PFAM	PLD-like domain	CM02_2_S14
0000002540	27_7	PF04488.10	58.9	1e-16	Gly_transf_sug	-	PFAM	Glycosyltransferase sugar-binding region containing DXD motif	CM02_2_S14
0000002558	27_25	PF01909.18	45	2e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_2_S14
0000002581	28_5	K11060_3	69	4.9e-20	entB	-	KEGG	probable enterotoxin B	CM02_2_S14
0000002600	28_24	PF00882.13	74.3	1.6e-21	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C	CM02_2_S14
0000002642	29_29	PF07883.6	67.2	1.3e-19	Cupin_2	-	PFAM	Cupin domain	CM02_2_S14
0000002648	29_35	K11060_3	57.7	1.3e-16	entB	-	KEGG	probable enterotoxin B	CM02_2_S14
0000002662	30_14	PF04221.7	51.2	1.6e-14	RelB	-	PFAM	RelB antitoxin	CM02_2_S14
0000002663	30_15	TIGR02385	100.8	6.999999999999999e-30	RelE_StbE	-	TIGR	addiction module toxin, RelE/StbE family	CM02_2_S14
0000002663	30_15	TIGR00053	91.8	5e-27	TIGR00053	-	TIGR	addiction module toxin component, YafQ family	CM02_2_S14
0000002733	32_8	PF13091.1	52.1	9.9e-15	PLDc_2	-	PFAM	PLD-like domain	CM02_2_S14
0000002897	37_17	PF08367.6	216.1	6.6e-65	M16C_assoc	-	PFAM	Peptidase M16C associated	CM02_2_S14
0000002897	37_17	PF05193.16	74.4	1.8e-21	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	CM02_2_S14
0000002897	37_17	K06972_355	990.1	1.6e-298	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]	CM02_2_S14
0000000010	1_10	PF01909.18	44.4	3e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_5_S246
0000000058	1_58	PF00717.18	63.4	2.2e-18	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_5_S246
0000000085	1_85	PF00903.20	43.2	6.8e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	CM02_5_S246
0000000126	1_126	PF00717.18	65.5	5e-19	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_5_S246
0000000196	1_196	PF13950.1	63.1	3.3e-18	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_5_S246
0000000250	1_250	PF13091.1	94	1.1000000000000001e-27	PLDc_2	-	PFAM	PLD-like domain	CM02_5_S246
0000000263	1_263	PF00873.14	709.7	8.799999999999998e-214	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family	CM02_5_S246
0000000604	3_146	PF13950.1	104.3	4.4999999999999995e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	CM02_5_S246
0000000752	4_139	PF07883.6	68.3	5.8e-20	Cupin_2	-	PFAM	Cupin domain	CM02_5_S246
0000000758	4_145	K11060_3	58.9	5.4e-17	entB	-	KEGG	probable enterotoxin B	CM02_5_S246
0000000812	5_54	K06972_355	990.6	1.2e-298	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]	CM02_5_S246
0000000812	5_54	PF08367.6	216.1	6.5e-65	M16C_assoc	-	PFAM	Peptidase M16C associated	CM02_5_S246
0000000812	5_54	PF05193.16	73.3	3.9e-21	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	CM02_5_S246
0000000931	6_14	PF00882.13	74.3	1.7e-21	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C	CM02_5_S246
0000000949	6_32	K11060_3	70.9	1.3e-20	entB	-	KEGG	probable enterotoxin B	CM02_5_S246
0000000984	6_67	PF13091.1	102.6	2.4000000000000002e-30	PLDc_2	-	PFAM	PLD-like domain	CM02_5_S246
0000001126	7_96	K11060_3	52.8	4e-15	entB	-	KEGG	probable enterotoxin B	CM02_5_S246
0000001219	8_63	PF05105.7	69	5.4e-20	Phage_holin_4	-	PFAM	Holin family	CM02_5_S246
0000001219	8_63	TIGR01593	45.7	9.3e-13	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	CM02_5_S246
0000001248	8_92	PF03496.9	80.2	2.1e-23	ADPrib_exo_Tox	-	PFAM	ADP-ribosyltransferase exoenzyme	CM02_5_S246
0000001255	8_99	PF07927.7	43.2	5.3e-12	YcfA	-	PFAM	YcfA-like protein	CM02_5_S246
0000001284	8_128	PF03372.18	50.1	6.9e-14	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	CM02_5_S246
0000001538	11_46	PF00717.18	59.5	3.7e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_5_S246
0000001540	11_48	PF10502.4	49	8.6e-14	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	CM02_5_S246
0000001540	11_48	TIGR02771	46.6	4.2e-13	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF	CM02_5_S246
0000001540	11_48	PF00717.18	58	1.1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	CM02_5_S246
0000001886	14_112	PF02452.12	77.2	1.9e-22	PemK	-	PFAM	PemK-like protein	CM02_5_S246
0000001903	15_14	K11060_3	53	3.4e-15	entB	-	KEGG	probable enterotoxin B	CM02_5_S246
0000001962	15_73	K10815_8	64	1.3e-18	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	CM02_5_S246
0000001963	15_74	K10816_8	76.4	2.6e-22	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	CM02_5_S246
0000002109	18_4	PF07883.6	40.6	2.6e-11	Cupin_2	-	PFAM	Cupin domain	CM02_5_S246
0000002191	19_30	PF07883.6	54	1.7e-15	Cupin_2	-	PFAM	Cupin domain	CM02_5_S246
0000002285	21_19	PF01909.18	43.4	6.5e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	CM02_5_S246
0000002310	21_44	PF02452.12	108.3	4.3999999999999994e-32	PemK	-	PFAM	PemK-like protein	CM02_5_S246
0000002465	24_32	K11068_1278_95_625	222.5	6.599999999999999e-67	hlyIII	-	KEGG	hemolysin III	CM02_5_S246
0000002489	25_7	PF15534.1	89.3	3.2e-26	Ntox35	-	PFAM	Putative toxin 56	CM02_5_S246
0000002491	25_9	K11021_124	43.1	2.6e-12	tccC	-	KEGG	insecticidal toxin complex protein TccC	CM02_5_S246
0000002510	25_28	K03699_483	398.2	5.699999999999998e-120	tlyC	-	KEGG	putative hemolysin	CM02_5_S246
0000002531	26_8	PF13091.1	68.3	1e-19	PLDc_2	-	PFAM	PLD-like domain	CM02_5_S246
0000002596	28_10	PF00881.19	98.9	5.0000000000000004e-29	Nitroreductase	-	PFAM	Nitroreductase family	CM02_5_S246
0000002621	28_35	PF02452.12	106.8	1.3e-31	PemK	-	PFAM	PemK-like protein	CM02_5_S246
0000002622	28_36	K03699_483	266.5	5.2e-80	tlyC	-	KEGG	putative hemolysin	CM02_5_S246
0000002633	29_8	PF14057.1	639	2.3e-193	GGGtGRT	-	PFAM	GGGtGRT protein	CM02_5_S246
0000002716	30_41	PF02742.10	49.1	6.3e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	CM02_5_S246
0000002740	31_23	PF03372.18	89.6	6e-26	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	CM02_5_S246
0000002768	32_17	PF13091.1	52.5	7.8e-15	PLDc_2	-	PFAM	PLD-like domain	CM02_5_S246
0000002938	39_10	K11060_3	50.4	2.1e-14	entB	-	KEGG	probable enterotoxin B	CM02_5_S246
0000002955	41_7	K11062_2	94.3	9.700000000000002e-28	entD	-	KEGG	probable enterotoxin D	CM02_5_S246
