qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	genome_name	gene_name	comp
CIHFMDFN_02909	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	CM1_30_S215	dld	D-lactate dehydrogenase
EBBEHFMM_01754	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	CM7_52_S47	dld	D-lactate dehydrogenase
PDHBOMMH_01217	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	CM7_69_S49	dld	D-lactate dehydrogenase
KJGPJFDD_02870	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	CM7_88B_S63	dld	D-lactate dehydrogenase
CKMKKBJN_01734	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_003434455.1_ASM343445v1_genomic	dld	D-lactate dehydrogenase
OEMKGLFL_02283	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_008679275.1_ASM867927v1_genomic	dld	D-lactate dehydrogenase
GGHJLOIC_00287	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_008680515.1_ASM868051v1_genomic	dld	D-lactate dehydrogenase
OHGBJBEB_00715	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_008680995.1_ASM868099v1_genomic	dld	D-lactate dehydrogenase
HKCIDIBD_02120	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_014866065.1_ASM1486606v1_genomic	dld	D-lactate dehydrogenase
GOAADOEK_02730	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_017850655.1_ASM1785065v1_genomic	dld	D-lactate dehydrogenase
CENOFNFD_02522	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_017851275.1_ASM1785127v1_genomic	dld	D-lactate dehydrogenase
BMGMBDAD_02327	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_018364275.1_ASM1836427v1_genomic	dld	D-lactate dehydrogenase
COHCHOOG_01240	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCA_018365775.1_ASM1836577v1_genomic	dld	D-lactate dehydrogenase
OHEALFFL_00543	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCA_018375095.1_ASM1837509v1_genomic	dld	D-lactate dehydrogenase
CGPEJKEM_01621	sp|D4MUV9|DLD_ANAHA	87.2	475	61	0	1	475	1	475	5.92e-303	822	GCA_018381315.1_ASM1838131v1_genomic	dld	D-lactate dehydrogenase
KFGAIAHJ_00493	sp|D4MUV9|DLD_ANAHA	97.5	475	12	0	1	475	1	475	0	904	GCA_900066705.1_14207_7_32_genomic	dld	D-lactate dehydrogenase
AELLMANC_00985	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCA_905199235.1_SRR2912801-mag-bin.12_genomic	dld	D-lactate dehydrogenase
GBIGEHMO_00548	sp|D4MUV9|DLD_ANAHA	97.7	475	11	0	1	475	1	475	0	906	GCA_905206325.1_ERR1600569-mag-bin.31_genomic	dld	D-lactate dehydrogenase
BOMDPHAE_00025	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_910574135.1_MGBC000029_genomic	dld	D-lactate dehydrogenase
PEOBIMBK_02835	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_910574775.1_MGBC000097_genomic	dld	D-lactate dehydrogenase
OLPJKGML_01725	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_910574945.1_MGBC000090_genomic	dld	D-lactate dehydrogenase
HHFKICIG_00310	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_910575065.1_MGBC000096_genomic	dld	D-lactate dehydrogenase
HCONJCLK_00554	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCA_910575135.1_MGBC000098_genomic	dld	D-lactate dehydrogenase
CCPHMFGG_01831	sp|D4MUV9|DLD_ANAHA	86.9	475	62	0	1	475	1	475	1.46e-303	823	GCF_000154305.1_ASM15430v1_genomic	dld	D-lactate dehydrogenase
ADFGDNLJ_00302	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_000154545.1_ASM15454v1_genomic	dld	D-lactate dehydrogenase
GBMCNOMD_02577	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_000185525.1_ASM18552v1_genomic	dld	D-lactate dehydrogenase
INJFBHEB_01186	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCF_000185825.1_ASM18582v1_genomic	dld	D-lactate dehydrogenase
DLMLEDEJ_02259	sp|D4MUV9|DLD_ANAHA	100	475	0	0	1	475	1	475	0	922	GCF_000210695.1_ASM21069v1_genomic	dld	D-lactate dehydrogenase
NAGOKMPI_00685	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_000332875.2_ASM33287v2_genomic	dld	D-lactate dehydrogenase
LLKGOANK_02219	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCF_000432215.1_MGS276_genomic	dld	D-lactate dehydrogenase
HLBILBHM_02348	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCF_000508985.1_ASM50898v1_genomic	dld	D-lactate dehydrogenase
HCABBDHA_00996	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_000876135.1_ASM87613v1_genomic	dld	D-lactate dehydrogenase
LLAFECMD_00884	sp|D4MUV9|DLD_ANAHA	90.5	211	20	0	1	211	265	475	3.18e-135	385	GCF_001304975.1_ASM130497v1_genomic	dld	D-lactate dehydrogenase
IPCBICDJ_00568	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_001404835.1_14207_7_31_genomic	dld	D-lactate dehydrogenase
PCLFALEG_00747	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_001404955.1_13470_2_79_genomic	dld	D-lactate dehydrogenase
HAHNOBOP_00431	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_001405635.1_14207_7_82_genomic	dld	D-lactate dehydrogenase
IEJMHOJM_01197	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_001405715.1_13414_6_52_genomic	dld	D-lactate dehydrogenase
EHNAPLNG_00946	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_001998765.1_ASM199876v1_genomic	dld	D-lactate dehydrogenase
DBAKHCIC_01816	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCF_002270485.1_ASM227048v1_genomic	dld	D-lactate dehydrogenase
CPPLKMCL_01136	sp|D4MUV9|DLD_ANAHA	97.7	475	11	0	1	475	1	475	0	906	GCF_003461705.1_ASM346170v1_genomic	dld	D-lactate dehydrogenase
IJGKDCGE_02173	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCF_003461725.1_ASM346172v1_genomic	dld	D-lactate dehydrogenase
KIKGGPNJ_02098	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003473625.1_ASM347362v1_genomic	dld	D-lactate dehydrogenase
IKIFGNDM_01665	sp|D4MUV9|DLD_ANAHA	99.6	475	2	0	1	475	1	475	0	920	GCF_003473725.1_ASM347372v1_genomic	dld	D-lactate dehydrogenase
OAFBMJDC_02104	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003477415.1_ASM347741v1_genomic	dld	D-lactate dehydrogenase
MCKGPBFA_02604	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003480775.1_ASM348077v1_genomic	dld	D-lactate dehydrogenase
KJNMABBL_00999	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003480825.1_ASM348082v1_genomic	dld	D-lactate dehydrogenase
NBKPIGMC_02369	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003481105.1_ASM348110v1_genomic	dld	D-lactate dehydrogenase
LNILJCCL_01599	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_003481805.1_ASM348180v1_genomic	dld	D-lactate dehydrogenase
PFDPBJPF_01978	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	8.41e-303	821	GCF_005280655.1_ASM528065v1_genomic	dld	D-lactate dehydrogenase
AMDOHACK_01466	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_008416325.1_ASM841632v1_genomic	dld	D-lactate dehydrogenase
EGFDKNMG_01029	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302355.1_ASM1330235v1_genomic	dld	D-lactate dehydrogenase
HLIEKABP_00950	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302445.1_ASM1330244v1_genomic	dld	D-lactate dehydrogenase
JONNAMEE_02359	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302455.1_ASM1330245v1_genomic	dld	D-lactate dehydrogenase
EMIBJJME_01875	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302465.1_ASM1330246v1_genomic	dld	D-lactate dehydrogenase
OPNJLELE_01761	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302475.1_ASM1330247v1_genomic	dld	D-lactate dehydrogenase
HFIKEABA_02083	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302525.1_ASM1330252v1_genomic	dld	D-lactate dehydrogenase
EKLJFINO_02352	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302545.1_ASM1330254v1_genomic	dld	D-lactate dehydrogenase
CGGOBLDE_02543	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302555.1_ASM1330255v1_genomic	dld	D-lactate dehydrogenase
CFLOBBPJ_02648	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302565.1_ASM1330256v1_genomic	dld	D-lactate dehydrogenase
CNJAGMEN_02170	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302595.1_ASM1330259v1_genomic	dld	D-lactate dehydrogenase
BPMFDCLE_01522	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302605.1_ASM1330260v1_genomic	dld	D-lactate dehydrogenase
PBOEODCG_01788	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302645.1_ASM1330264v1_genomic	dld	D-lactate dehydrogenase
PDPFBEPF_01801	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302665.1_ASM1330266v1_genomic	dld	D-lactate dehydrogenase
AMFMHKFD_02741	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302675.1_ASM1330267v1_genomic	dld	D-lactate dehydrogenase
NOEHOIPN_01756	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302685.1_ASM1330268v1_genomic	dld	D-lactate dehydrogenase
GKONJLLH_01036	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302715.1_ASM1330271v1_genomic	dld	D-lactate dehydrogenase
JHAHNFPD_02086	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302745.1_ASM1330274v1_genomic	dld	D-lactate dehydrogenase
GDEOMAJN_00897	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302755.1_ASM1330275v1_genomic	dld	D-lactate dehydrogenase
MBKEJNJN_01863	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302785.1_ASM1330278v1_genomic	dld	D-lactate dehydrogenase
OPKLNLBG_00917	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302795.1_ASM1330279v1_genomic	dld	D-lactate dehydrogenase
JGHPJKMJ_00874	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302815.1_ASM1330281v1_genomic	dld	D-lactate dehydrogenase
BNIKGBIE_02485	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302845.1_ASM1330284v1_genomic	dld	D-lactate dehydrogenase
LODAONLG_02402	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013302855.1_ASM1330285v1_genomic	dld	D-lactate dehydrogenase
BAOEOFND_02265	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013303175.1_ASM1330317v1_genomic	dld	D-lactate dehydrogenase
EBNLJOOF_01977	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013303185.1_ASM1330318v1_genomic	dld	D-lactate dehydrogenase
MEADLIFI_02524	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013303225.1_ASM1330322v1_genomic	dld	D-lactate dehydrogenase
PELCBIIC_00587	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013304505.1_ASM1330450v1_genomic	dld	D-lactate dehydrogenase
KCCNKEMN_02511	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_013304555.1_ASM1330455v1_genomic	dld	D-lactate dehydrogenase
BDIBMIHG_01585	sp|D4MUV9|DLD_ANAHA	86.9	475	62	0	1	475	1	475	1.46e-303	823	GCF_014131675.1_ASM1413167v1_genomic	dld	D-lactate dehydrogenase
NPHNFAPN_01123	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCF_014290215.1_ASM1429021v1_genomic	dld	D-lactate dehydrogenase
MNMGKBAP_01920	sp|D4MUV9|DLD_ANAHA	86.9	475	62	0	1	475	1	475	1.46e-303	823	GCF_014467075.1_ASM1446707v1_genomic	dld	D-lactate dehydrogenase
FIMAFPCP_00477	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_015554695.1_ASM1555469v1_genomic	dld	D-lactate dehydrogenase
AOFLGCOF_02111	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_017776395.1_ASM1777639v1_genomic	dld	D-lactate dehydrogenase
LBKPHDGB_02221	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_017776445.1_ASM1777644v1_genomic	dld	D-lactate dehydrogenase
FIHOGCNH_00865	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_017776475.1_ASM1777647v1_genomic	dld	D-lactate dehydrogenase
FJMMAGOF_01509	sp|D4MUV9|DLD_ANAHA	97.7	475	11	0	1	475	1	475	0	906	GCF_018223505.1_ASM1822350v1_genomic	dld	D-lactate dehydrogenase
HNBDCEJE_00872	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_018786105.1_ASM1878610v1_genomic	dld	D-lactate dehydrogenase
PJECCCLI_01328	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_018786145.1_ASM1878614v1_genomic	dld	D-lactate dehydrogenase
BKDKBNHJ_01130	sp|D4MUV9|DLD_ANAHA	97.7	475	11	0	1	475	1	475	0	906	GCF_018786165.1_ASM1878616v1_genomic	dld	D-lactate dehydrogenase
CENNCKIL_02147	sp|D4MUV9|DLD_ANAHA	95.8	475	20	0	1	475	1	475	0	897	GCF_018918155.1_ASM1891815v1_genomic	dld	D-lactate dehydrogenase
LKKNDKGL_02340	sp|D4MUV9|DLD_ANAHA	86.9	475	62	0	1	475	1	475	1.7e-302	820	GCF_900624715.1_81B4_genomic	dld	D-lactate dehydrogenase
IMCKJKOO_02733	sp|D4MUV9|DLD_ANAHA	88	475	57	0	1	475	1	475	1.25e-304	826	GCF_902362655.1_MGYG-HGUT-00052_genomic	dld	D-lactate dehydrogenase
LINHNLFA_02002	sp|D4MUV9|DLD_ANAHA	97.5	475	12	0	1	475	1	475	0	904	GCF_902362875.1_MGYG-HGUT-00065_genomic	dld	D-lactate dehydrogenase
PMLNHHOO_01687	sp|D4MUV9|DLD_ANAHA	87.4	475	60	0	1	475	1	475	3.58e-304	825	GCF_902362985.1_MGYG-HGUT-00080_genomic	dld	D-lactate dehydrogenase
FCFHFNCF_00946	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	GCF_902388025.1_UHGG_MGYG-HGUT-02528_genomic	dld	D-lactate dehydrogenase
ALDEGNKM_02859	sp|D4MUV9|DLD_ANAHA	100	76	0	0	1	76	400	475	9.32e-49	157	SRR13592713	dld	D-lactate dehydrogenase
ENPNCEFK_01753	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	SRR13592785	dld	D-lactate dehydrogenase
DBDDGIGG_02164	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	SRR13592839	dld	D-lactate dehydrogenase
AKKHJBDF_01816	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	SRR18440051	dld	D-lactate dehydrogenase
KNONKLPG_00001	sp|D4MUV9|DLD_ANAHA	100	50	0	0	1	50	426	475	1.18e-30	107	SRR18440091	dld	D-lactate dehydrogenase
KNONKLPG_01069	sp|D4MUV9|DLD_ANAHA	99.1	110	1	0	1	110	1	110	3.9e-69	212	SRR18440091	dld	D-lactate dehydrogenase
KIAEFJNH_00238	sp|D4MUV9|DLD_ANAHA	99.8	475	1	0	1	475	1	475	0	922	SRR18440093	dld	D-lactate dehydrogenase
HCPJCGEL_03138	sp|D4MUV9|DLD_ANAHA	99.8	436	1	0	1	436	40	475	3.14e-305	846	SRR18440101	dld	D-lactate dehydrogenase
