qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	genome_name	gene_name	comp
HCONJCLK_01484	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	89	483	53	0	1	483	1	483	8.7e-258	879.4	GCA_910575135.1_MGBC000098_genomic	abfD_but	butyrate
CCPHMFGG_00958	tr|B0MGI5|B0MGI5_ANACD	100	454	0	0	1	454	1	454	9.7e-267	909.1	GCF_000154305.1_ASM15430v1_genomic	abfD_but	butyrate
CCPHMFGG_00958	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99.8	454	1	0	1	454	31	484	2.8e-266	907.5	GCF_000154305.1_ASM15430v1_genomic	abfD_but	butyrate
INJFBHEB_02166	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99	484	5	0	1	484	1	484	1.1e-281	958.7	GCF_000185825.1_ASM18582v1_genomic	abfD_but	butyrate
LLKGOANK_02787	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99	484	5	0	1	484	1	484	1.1e-281	958.7	GCF_000432215.1_MGS276_genomic	abfD_but	butyrate
HLBILBHM_02160	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	89	483	53	0	1	483	1	483	8.7e-258	879.4	GCF_000508985.1_ASM50898v1_genomic	abfD_but	butyrate
LLAFECMD_03005	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	100	152	0	0	1	152	333	484	1.5e-83	298.9	GCF_001304975.1_ASM130497v1_genomic	abfD_but	butyrate
LLAFECMD_03005	tr|B0MGI5|B0MGI5_ANACD	100	152	0	0	1	152	303	454	1.5e-83	298.9	GCF_001304975.1_ASM130497v1_genomic	abfD_but	butyrate
LLAFECMD_03006	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99.7	301	1	0	1	301	1	301	2.5e-178	614.8	GCF_001304975.1_ASM130497v1_genomic	abfD_but	butyrate
DBAKHCIC_02977	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	89	483	53	0	1	483	1	483	8.7e-258	879.4	GCF_002270485.1_ASM227048v1_genomic	abfD_but	butyrate
IJGKDCGE_01590	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99	484	5	0	1	484	1	484	1.1e-281	958.7	GCF_003461725.1_ASM346172v1_genomic	abfD_but	butyrate
PFDPBJPF_02839	tr|A0AA37K7N4|A0AA37K7N4_9FIRM	78.5	483	104	0	1	483	1	483	5.2e-234	800.4	GCF_005280655.1_ASM528065v1_genomic	abfD_but	butyrate
PFDPBJPF_02839	tr|A0A1C6C1X3|A0A1C6C1X3_9FIRM	78.5	483	104	0	1	483	1	483	7.5e-233	796.6	GCF_005280655.1_ASM528065v1_genomic	abfD_but	butyrate
PFDPBJPF_02839	tr|A0A174PGY1|A0A174PGY1_FLAPL	78.3	483	105	0	1	483	1	483	6.3e-232	793.5	GCF_005280655.1_ASM528065v1_genomic	abfD_but	butyrate
PFDPBJPF_03054	tr|A0A810Q0V2|A0A810Q0V2_9FIRM	85.5	491	71	0	1	491	1	491	8.7e-261	889.4	GCF_005280655.1_ASM528065v1_genomic	abfD_but	butyrate
BDIBMIHG_00987	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	100	484	0	0	1	484	1	484	1.9e-284	968	GCF_014131675.1_ASM1413167v1_genomic	abfD_but	butyrate
NPHNFAPN_03155	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	89	483	53	0	1	483	1	483	8.7e-258	879.4	GCF_014290215.1_ASM1429021v1_genomic	abfD_but	butyrate
MNMGKBAP_02516	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	100	484	0	0	1	484	1	484	1.9e-284	968	GCF_014467075.1_ASM1446707v1_genomic	abfD_but	butyrate
LKKNDKGL_00110	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99	484	5	0	1	484	1	484	2.5e-281	957.6	GCF_900624715.1_81B4_genomic	abfD_but	butyrate
IMCKJKOO_00361	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	89	483	53	0	1	483	1	483	8.7e-258	879.4	GCF_902362655.1_MGYG-HGUT-00052_genomic	abfD_but	butyrate
PMLNHHOO_01121	tr|A0A6N2RN65|A0A6N2RN65_9FIRM	99	484	5	0	1	484	1	484	1.1e-281	958.7	GCF_902362985.1_MGYG-HGUT-00080_genomic	abfD_but	butyrate
PMPCNALJ_01966	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM01_24_S247	ato_but	butyrate
PMPCNALJ_01967	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM01_24_S247	ato_but	butyrate
OMENAAMB_03136	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM02_14_S245	ato_but	butyrate
OMENAAMB_03137	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM02_14_S245	ato_but	butyrate
JKIKAFLC_02963	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM02_2_S14	ato_but	butyrate
JKIKAFLC_02964	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM02_2_S14	ato_but	butyrate
ENEEJMFF_02133	tr|D4N0U0|D4N0U0_ANAHA	99.5	219	1	0	1	219	1	219	7.3e-129	448.4	CM02_5_S246	ato_but	butyrate
ENEEJMFF_02134	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM02_5_S246	ato_but	butyrate
COELJHHD_02147	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	CM02_91_S238	ato_but	butyrate
COELJHHD_02148	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	CM02_91_S238	ato_but	butyrate
MFFGPENN_02149	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	CM03_34_S239	ato_but	butyrate
MFFGPENN_02150	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	CM03_34_S239	ato_but	butyrate
LNNJOANA_02988	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM03_42_S4	ato_but	butyrate
LNNJOANA_02989	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM03_42_S4	ato_but	butyrate
AGGJHBAO_02962	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM03_47_S15	ato_but	butyrate
AGGJHBAO_02963	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM03_47_S15	ato_but	butyrate
EGPMHLCL_03085	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM03_84_S248	ato_but	butyrate
EGPMHLCL_03086	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM03_84_S248	ato_but	butyrate
CFOPOANE_00919	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM06_11_S6	ato_but	butyrate
CFOPOANE_00920	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM06_11_S6	ato_but	butyrate
NKGBJBBD_02373	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	CM06_28_S240	ato_but	butyrate
NKGBJBBD_02374	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	CM06_28_S240	ato_but	butyrate
PNMPHDDN_01917	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM06_29_S244	ato_but	butyrate
PNMPHDDN_01918	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM06_29_S244	ato_but	butyrate
MANNIIDF_02375	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	CM06_64_S241	ato_but	butyrate
MANNIIDF_02376	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	CM06_64_S241	ato_but	butyrate
ALJHPLOP_00040	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM07_26_S11	ato_but	butyrate
ALJHPLOP_00041	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM07_26_S11	ato_but	butyrate
KJDMGADN_01348	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM07_31_S12	ato_but	butyrate
KJDMGADN_01349	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM07_31_S12	ato_but	butyrate
BDKDGGGP_01362	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM1_23_S50	ato_but	butyrate
BDKDGGGP_01363	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM1_23_S50	ato_but	butyrate
HOOBJGIH_01591	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM1_26_S52	ato_but	butyrate
HOOBJGIH_01592	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM1_26_S52	ato_but	butyrate
CIHFMDFN_02133	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM1_30_S215	ato_but	butyrate
CIHFMDFN_02134	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM1_30_S215	ato_but	butyrate
EBBEHFMM_00699	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM7_52_S47	ato_but	butyrate
EBBEHFMM_00700	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM7_52_S47	ato_but	butyrate
PDHBOMMH_01705	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM7_69_S49	ato_but	butyrate
PDHBOMMH_01706	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM7_69_S49	ato_but	butyrate
KJGPJFDD_02082	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	CM7_88B_S63	ato_but	butyrate
KJGPJFDD_02083	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	CM7_88B_S63	ato_but	butyrate
OEMKGLFL_00271	tr|D4N0U0|D4N0U0_ANAHA	99.5	219	1	0	1	219	1	219	7.3e-129	448.4	GCA_008679275.1_ASM867927v1_genomic	ato_but	butyrate
OEMKGLFL_00272	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_008679275.1_ASM867927v1_genomic	ato_but	butyrate
GGHJLOIC_01294	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCA_008680515.1_ASM868051v1_genomic	ato_but	butyrate
GGHJLOIC_01295	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	53.6	211	92	1	3	207	2	212	7.1e-58	212.6	GCA_008680515.1_ASM868051v1_genomic	ato_but	butyrate
OHGBJBEB_02508	tr|D4N0U0|D4N0U0_ANAHA	99.5	219	1	0	1	219	1	219	7.3e-129	448.4	GCA_008680995.1_ASM868099v1_genomic	ato_but	butyrate
OHGBJBEB_02509	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_008680995.1_ASM868099v1_genomic	ato_but	butyrate
HKCIDIBD_02149	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_014866065.1_ASM1486606v1_genomic	ato_but	butyrate
HKCIDIBD_02150	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCA_014866065.1_ASM1486606v1_genomic	ato_but	butyrate
GOAADOEK_02327	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_017850655.1_ASM1785065v1_genomic	ato_but	butyrate
GOAADOEK_02328	tr|D4N0U0|D4N0U0_ANAHA	99.5	219	1	0	1	219	1	219	7.3e-129	448.4	GCA_017850655.1_ASM1785065v1_genomic	ato_but	butyrate
CENOFNFD_02640	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_017851275.1_ASM1785127v1_genomic	ato_but	butyrate
CENOFNFD_02641	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCA_017851275.1_ASM1785127v1_genomic	ato_but	butyrate
BMGMBDAD_02894	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_018364275.1_ASM1836427v1_genomic	ato_but	butyrate
BMGMBDAD_02894	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_018364275.1_ASM1836427v1_genomic	ato_but	butyrate
BMGMBDAD_02895	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_018364275.1_ASM1836427v1_genomic	ato_but	butyrate
COHCHOOG_01450	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCA_018365775.1_ASM1836577v1_genomic	ato_but	butyrate
COHCHOOG_01451	tr|D4N0U0|D4N0U0_ANAHA	99.5	219	1	0	1	219	1	219	7.3e-129	448.4	GCA_018365775.1_ASM1836577v1_genomic	ato_but	butyrate
OHEALFFL_01156	tr|D4N0U0|D4N0U0_ANAHA	86.2	218	30	0	1	218	1	218	1.3e-114	401	GCA_018375095.1_ASM1837509v1_genomic	ato_but	butyrate
OHEALFFL_01157	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.2	212	97	0	2	213	1	212	6.4e-62	226.1	GCA_018375095.1_ASM1837509v1_genomic	ato_but	butyrate
CGPEJKEM_02581	tr|A0A1M6RJH2|A0A1M6RJH2_9CLOT	52.6	211	100	0	3	213	2	212	1.9e-61	224.6	GCA_018381315.1_ASM1838131v1_genomic	ato_but	butyrate
CGPEJKEM_02581	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	53.1	211	99	0	3	213	2	212	3.2e-61	223.8	GCA_018381315.1_ASM1838131v1_genomic	ato_but	butyrate
CGPEJKEM_02581	tr|A0A1G8YMH1|A0A1G8YMH1_9CLOT	52.3	218	102	1	3	220	2	217	4.1e-61	223.4	GCA_018381315.1_ASM1838131v1_genomic	ato_but	butyrate
CGPEJKEM_02581	tr|A0A239ARG0|A0A239ARG0_9FIRM	50.5	218	106	1	3	220	2	217	5.4e-61	223	GCA_018381315.1_ASM1838131v1_genomic	ato_but	butyrate
CGPEJKEM_02582	tr|D4N0U0|D4N0U0_ANAHA	86.2	218	30	0	1	218	1	218	6.6e-114	398.7	GCA_018381315.1_ASM1838131v1_genomic	ato_but	butyrate
PHOGJLGL_02604	tr|A0A1G8YMH1|A0A1G8YMH1_9CLOT	53.2	218	100	1	3	220	2	217	6.4e-62	226.1	GCA_019114985.1_ASM1911498v1_genomic	ato_but	butyrate
PHOGJLGL_02604	tr|A0A239ARG0|A0A239ARG0_9FIRM	51.7	211	102	0	3	213	2	212	2.4e-61	224.2	GCA_019114985.1_ASM1911498v1_genomic	ato_but	butyrate
PHOGJLGL_02605	tr|D4N0U0|D4N0U0_ANAHA	88.5	218	25	0	1	218	1	218	2.4e-116	406.8	GCA_019114985.1_ASM1911498v1_genomic	ato_but	butyrate
GMFGONPC_02599	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	53.1	211	99	0	3	213	2	212	4.6e-60	219.9	GCA_019119895.1_ASM1911989v1_genomic	ato_but	butyrate
GMFGONPC_02599	tr|A0A1G8YMH1|A0A1G8YMH1_9CLOT	52.8	218	101	1	3	220	2	217	6e-60	219.5	GCA_019119895.1_ASM1911989v1_genomic	ato_but	butyrate
GMFGONPC_02599	tr|A0A239ARG0|A0A239ARG0_9FIRM	51.2	211	103	0	3	213	2	212	1.7e-59	218	GCA_019119895.1_ASM1911989v1_genomic	ato_but	butyrate
GMFGONPC_02600	tr|D4N0U0|D4N0U0_ANAHA	88.1	218	26	0	1	218	1	218	3.5e-115	402.9	GCA_019119895.1_ASM1911989v1_genomic	ato_but	butyrate
NGLOOAMH_00873	tr|D4N0U0|D4N0U0_ANAHA	88.5	218	25	0	1	218	1	218	2.4e-116	406.8	GCA_904419485.1_Chicken_16_mag_180_genomic	ato_but	butyrate
NGLOOAMH_00874	tr|A0A1G8YMH1|A0A1G8YMH1_9CLOT	53.2	218	100	1	3	220	2	217	6.4e-62	226.1	GCA_904419485.1_Chicken_16_mag_180_genomic	ato_but	butyrate
NGLOOAMH_00874	tr|A0A239ARG0|A0A239ARG0_9FIRM	51.7	211	102	0	3	213	2	212	2.4e-61	224.2	GCA_904419485.1_Chicken_16_mag_180_genomic	ato_but	butyrate
AELLMANC_01228	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	GCA_905199235.1_SRR2912801-mag-bin.12_genomic	ato_but	butyrate
AELLMANC_01229	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	GCA_905199235.1_SRR2912801-mag-bin.12_genomic	ato_but	butyrate
GBIGEHMO_01607	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCA_905206325.1_ERR1600569-mag-bin.31_genomic	ato_but	butyrate
GBIGEHMO_01608	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.5	211	94	0	3	213	2	212	2.4e-61	224.2	GCA_905206325.1_ERR1600569-mag-bin.31_genomic	ato_but	butyrate
BOMDPHAE_01147	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_910574135.1_MGBC000029_genomic	ato_but	butyrate
BOMDPHAE_01148	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_910574135.1_MGBC000029_genomic	ato_but	butyrate
BOMDPHAE_01148	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_910574135.1_MGBC000029_genomic	ato_but	butyrate
PEOBIMBK_01726	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_910574775.1_MGBC000097_genomic	ato_but	butyrate
PEOBIMBK_01726	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_910574775.1_MGBC000097_genomic	ato_but	butyrate
PEOBIMBK_01727	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_910574775.1_MGBC000097_genomic	ato_but	butyrate
OLPJKGML_01683	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_910574945.1_MGBC000090_genomic	ato_but	butyrate
OLPJKGML_01684	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_910574945.1_MGBC000090_genomic	ato_but	butyrate
OLPJKGML_01684	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_910574945.1_MGBC000090_genomic	ato_but	butyrate
HHFKICIG_00641	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_910575065.1_MGBC000096_genomic	ato_but	butyrate
HHFKICIG_00642	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_910575065.1_MGBC000096_genomic	ato_but	butyrate
HHFKICIG_00642	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_910575065.1_MGBC000096_genomic	ato_but	butyrate
HCONJCLK_00677	tr|A0A117KVI6|A0A117KVI6_9THEO	64.2	215	76	1	1	215	1	214	4.1e-79	283.1	GCA_910575135.1_MGBC000098_genomic	ato_but	butyrate
HCONJCLK_00677	tr|A0A1M6BXP4|A0A1M6BXP4_9FIRM	66	212	71	1	3	214	4	214	2e-78	280.8	GCA_910575135.1_MGBC000098_genomic	ato_but	butyrate
HCONJCLK_00678	tr|A0A255IM37|A0A255IM37_9FIRM	71.6	211	60	0	4	214	5	215	4.4e-78	279.6	GCA_910575135.1_MGBC000098_genomic	ato_but	butyrate
CCPHMFGG_00474	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	GCF_000154305.1_ASM15430v1_genomic	ato_but	butyrate
CCPHMFGG_00475	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	GCF_000154305.1_ASM15430v1_genomic	ato_but	butyrate
ADFGDNLJ_02487	tr|D4N0U0|D4N0U0_ANAHA	100	219	0	0	1	219	1	219	3.8e-130	452.6	GCF_000154545.1_ASM15454v1_genomic	ato_but	butyrate
ADFGDNLJ_02488	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCF_000154545.1_ASM15454v1_genomic	ato_but	butyrate
GBMCNOMD_03031	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCF_000185525.1_ASM18552v1_genomic	ato_but	butyrate
GBMCNOMD_03032	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCF_000185525.1_ASM18552v1_genomic	ato_but	butyrate
INJFBHEB_00688	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	54.7	212	96	0	2	213	1	212	1.7e-62	228	GCF_000185825.1_ASM18582v1_genomic	ato_but	butyrate
INJFBHEB_00689	tr|D4N0U0|D4N0U0_ANAHA	86.7	218	29	0	1	218	1	218	1e-114	401.4	GCF_000185825.1_ASM18582v1_genomic	ato_but	butyrate
DLMLEDEJ_01488	tr|A0A1H3LUC1|A0A1H3LUC1_9FIRM	55.9	211	93	0	3	213	2	212	6.4e-62	226.1	GCF_000210695.1_ASM21069v1_genomic	ato_but	butyrate
DLMLEDEJ_01489	tr|D4N0U0|D4N0U0_ANAHA	100	219	0	0	1	219	1	219	3.8e-130	452.6	GCF_000210695.1_ASM21069v1_genomic	ato_but	butyrate
NAGOKMPI_00260	tr|D4N0U0|D4N0U0_ANAHA	99.1	219	2	0	1	219	1	219	2.5e-129	449.9	GCF_000332875.2_ASM33287v2_genomic	ato_but	butyrate
