qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	genome_name	gene_name	comp
PMPCNALJ_01584	tr|A0A415YKX9|A0A415YKX9_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM01_24_S247	ldh	L-lactate dehydrogenase
PMPCNALJ_01584	tr|E5VGS4|E5VGS4_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM01_24_S247	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A173RVN0|A0A173RVN0_ANAHA	100	317	0	0	1	317	1	317	1.3199999999999998e-222	607	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A415WB88|A0A415WB88_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A415YL33|A0A415YL33_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A417JUU1|A0A417JUU1_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A417V7X9|A0A417V7X9_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|A0A173TV67|A0A173TV67_ANAHA	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|E5VGR6|E5VGR6_9FIRM	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00226	tr|D4MZ79|D4MZ79_ANAHA	99.4	317	2	0	1	317	1	317	6.25e-221	602	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00386	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00386	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00386	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00386	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM02_14_S245	ldh	L-lactate dehydrogenase
OMENAAMB_00386	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM02_14_S245	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A415WB88|A0A415WB88_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A415YL33|A0A415YL33_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A417JUU1|A0A417JUU1_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A417V7X9|A0A417V7X9_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A173TV67|A0A173TV67_ANAHA	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|E5VGR6|E5VGR6_9FIRM	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|A0A173RVN0|A0A173RVN0_ANAHA	99.7	317	1	0	1	317	1	317	1.54e-221	604	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00138	tr|D4MZ79|D4MZ79_ANAHA	99.7	317	1	0	1	317	1	317	2.1799999999999999e-221	603	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00313	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00313	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00313	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00313	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM02_2_S14	ldh	L-lactate dehydrogenase
JKIKAFLC_00313	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM02_2_S14	ldh	L-lactate dehydrogenase
ENEEJMFF_00082	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00082	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00082	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00082	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00082	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A415WB88|A0A415WB88_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A415YL33|A0A415YL33_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A417JUU1|A0A417JUU1_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A417V7X9|A0A417V7X9_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A173TV67|A0A173TV67_ANAHA	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|E5VGR6|E5VGR6_9FIRM	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|A0A173RVN0|A0A173RVN0_ANAHA	99.7	317	1	0	1	317	1	317	1.54e-221	604	CM02_5_S246	ldh	L-lactate dehydrogenase
ENEEJMFF_00240	tr|D4MZ79|D4MZ79_ANAHA	99.7	317	1	0	1	317	1	317	2.1799999999999999e-221	603	CM02_5_S246	ldh	L-lactate dehydrogenase
COELJHHD_00726	tr|A0A374AUN4|A0A374AUN4_9FIRM	100	314	0	0	1	314	1	314	2.67e-225	613	CM02_91_S238	ldh	L-lactate dehydrogenase
COELJHHD_00726	tr|A2CHG9|A2CHG9_9FIRM	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM02_91_S238	ldh	L-lactate dehydrogenase
COELJHHD_00726	tr|B0MC57|B0MC57_ANACD	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM02_91_S238	ldh	L-lactate dehydrogenase
COELJHHD_01029	tr|A0A374AT20|A0A374AT20_9FIRM	100	315	0	0	1	315	1	315	1.0999999999999998e-229	624	CM02_91_S238	ldh	L-lactate dehydrogenase
MFFGPENN_00727	tr|A0A374AUN4|A0A374AUN4_9FIRM	100	314	0	0	1	314	1	314	2.67e-225	613	CM03_34_S239	ldh	L-lactate dehydrogenase
MFFGPENN_00727	tr|A2CHG9|A2CHG9_9FIRM	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM03_34_S239	ldh	L-lactate dehydrogenase
MFFGPENN_00727	tr|B0MC57|B0MC57_ANACD	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM03_34_S239	ldh	L-lactate dehydrogenase
MFFGPENN_01030	tr|A0A374AT20|A0A374AT20_9FIRM	100	315	0	0	1	315	1	315	1.0999999999999998e-229	624	CM03_34_S239	ldh	L-lactate dehydrogenase
LNNJOANA_00105	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_00105	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_00105	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_00105	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_00105	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A415WB88|A0A415WB88_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A415YL33|A0A415YL33_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A417JUU1|A0A417JUU1_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A417V7X9|A0A417V7X9_9FIRM	100	317	0	0	1	317	19	335	5.179999999999999e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A173TV67|A0A173TV67_ANAHA	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|E5VGR6|E5VGR6_9FIRM	100	317	0	0	1	317	1	317	2.6599999999999995e-222	606	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|A0A173RVN0|A0A173RVN0_ANAHA	99.7	317	1	0	1	317	1	317	1.54e-221	604	CM03_42_S4	ldh	L-lactate dehydrogenase
LNNJOANA_02961	tr|D4MZ79|D4MZ79_ANAHA	99.7	317	1	0	1	317	1	317	2.1799999999999999e-221	603	CM03_42_S4	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A173RVN0|A0A173RVN0_ANAHA	100	317	0	0	1	317	1	317	1.3199999999999998e-222	607	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A415WB88|A0A415WB88_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A415YL33|A0A415YL33_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A417JUU1|A0A417JUU1_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A417V7X9|A0A417V7X9_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|A0A173TV67|A0A173TV67_ANAHA	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|E5VGR6|E5VGR6_9FIRM	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00102	tr|D4MZ79|D4MZ79_ANAHA	99.4	317	2	0	1	317	1	317	6.25e-221	602	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00262	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00262	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00262	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00262	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM03_47_S15	ldh	L-lactate dehydrogenase
AGGJHBAO_00262	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM03_47_S15	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A173RVN0|A0A173RVN0_ANAHA	100	317	0	0	1	317	1	317	1.3199999999999998e-222	607	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A415WB88|A0A415WB88_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A415YL33|A0A415YL33_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A417JUU1|A0A417JUU1_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A417V7X9|A0A417V7X9_9FIRM	99.7	317	1	0	1	317	19	335	1.49e-221	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|A0A173TV67|A0A173TV67_ANAHA	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|E5VGR6|E5VGR6_9FIRM	99.7	317	1	0	1	317	1	317	7.609999999999999e-222	605	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00135	tr|D4MZ79|D4MZ79_ANAHA	99.4	317	2	0	1	317	1	317	6.25e-221	602	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00295	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00295	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00295	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00295	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM03_84_S248	ldh	L-lactate dehydrogenase
EGPMHLCL_00295	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM03_84_S248	ldh	L-lactate dehydrogenase
CFOPOANE_00059	tr|A0A1Q2C936|A0A1Q2C936_ANAHA	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00059	tr|A0A415YKX9|A0A415YKX9_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00059	tr|E5VGS4|E5VGS4_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A415WB88|A0A415WB88_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A415YL33|A0A415YL33_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A417JUU1|A0A417JUU1_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A417V7X9|A0A417V7X9_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A173TV67|A0A173TV67_ANAHA	99.4	317	2	0	1	317	1	317	1.26e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|E5VGR6|E5VGR6_9FIRM	99.4	317	2	0	1	317	1	317	1.26e-220	602	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|A0A173RVN0|A0A173RVN0_ANAHA	99.1	317	3	0	1	317	1	317	7.3e-220	600	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00068	tr|D4MZ79|D4MZ79_ANAHA	99.1	317	3	0	1	317	1	317	1.04e-219	599	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00232	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00232	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00232	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00232	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM06_11_S6	ldh	L-lactate dehydrogenase
CFOPOANE_00232	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM06_11_S6	ldh	L-lactate dehydrogenase
NKGBJBBD_00044	tr|A0A374AT20|A0A374AT20_9FIRM	99.7	315	1	0	1	315	1	315	3.6699999999999996e-228	620	CM06_28_S240	ldh	L-lactate dehydrogenase
NKGBJBBD_00287	tr|A0A374AUN4|A0A374AUN4_9FIRM	100	314	0	0	1	314	1	314	2.67e-225	613	CM06_28_S240	ldh	L-lactate dehydrogenase
NKGBJBBD_00287	tr|A2CHG9|A2CHG9_9FIRM	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM06_28_S240	ldh	L-lactate dehydrogenase
NKGBJBBD_00287	tr|B0MC57|B0MC57_ANACD	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM06_28_S240	ldh	L-lactate dehydrogenase
PNMPHDDN_00045	tr|A0A174KPY8|A0A174KPY8_ANAHA	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00045	tr|A0A417V6R1|A0A417V6R1_9FIRM	100	317	0	0	1	317	1	317	2.1199999999999997e-228	621	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00045	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.7	317	1	0	1	317	1	317	1.7399999999999996e-227	619	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00045	tr|A0A173XAM2|A0A173XAM2_ANAHA	99.4	317	2	0	1	317	1	317	2.4799999999999994e-227	619	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00045	tr|A0A6N2QXW7|A0A6N2QXW7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A415WB88|A0A415WB88_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A415YL33|A0A415YL33_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A417JUU1|A0A417JUU1_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A417V7X9|A0A417V7X9_9FIRM	99.4	317	2	0	1	317	19	335	2.4599999999999998e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A173TV67|A0A173TV67_ANAHA	99.4	317	2	0	1	317	1	317	1.26e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|E5VGR6|E5VGR6_9FIRM	99.4	317	2	0	1	317	1	317	1.26e-220	602	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|A0A173RVN0|A0A173RVN0_ANAHA	99.1	317	3	0	1	317	1	317	7.3e-220	600	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00209	tr|D4MZ79|D4MZ79_ANAHA	99.1	317	3	0	1	317	1	317	1.04e-219	599	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00218	tr|A0A1Q2C936|A0A1Q2C936_ANAHA	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00218	tr|A0A415YKX9|A0A415YKX9_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_29_S244	ldh	L-lactate dehydrogenase
PNMPHDDN_00218	tr|E5VGS4|E5VGS4_9FIRM	100	318	0	0	1	318	1	318	1.73e-223	609	CM06_29_S244	ldh	L-lactate dehydrogenase
MANNIIDF_00346	tr|A0A374AUN4|A0A374AUN4_9FIRM	100	314	0	0	1	314	1	314	2.67e-225	613	CM06_64_S241	ldh	L-lactate dehydrogenase
MANNIIDF_00346	tr|A2CHG9|A2CHG9_9FIRM	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM06_64_S241	ldh	L-lactate dehydrogenase
MANNIIDF_00346	tr|B0MC57|B0MC57_ANACD	99.7	314	1	0	1	314	1	314	3.119999999999999e-224	610	CM06_64_S241	ldh	L-lactate dehydrogenase
MANNIIDF_00589	tr|A0A374AT20|A0A374AT20_9FIRM	99.7	315	1	0	1	315	1	315	3.6699999999999996e-228	620	CM06_64_S241	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|D4MZM0|D4MZM0_ANAHA	100	317	0	0	1	317	1	317	6.089999999999999e-228	620	CM07_26_S11	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|A0A415Y5S4|A0A415Y5S4_9FIRM	99.7	317	1	0	1	317	1	317	2.4799999999999994e-227	619	CM07_26_S11	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|A0AAQ3GQJ6|A0AAQ3GQJ6_ANAHA	99.4	317	2	0	1	317	1	317	1.01e-226	617	CM07_26_S11	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|E5VG93|E5VG93_9FIRM	99.4	317	2	0	1	317	1	317	1.01e-226	617	CM07_26_S11	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|A0A415WCX6|A0A415WCX6_9FIRM	99.4	317	2	0	1	317	1	317	2.8899999999999998e-226	616	CM07_26_S11	ldh	L-lactate dehydrogenase
ALJHPLOP_00334	tr|A0A173S8Z7|A0A173S8Z7_ANAHA	99.1	317	3	0	1	317	1	317	4.11e-226	615	CM07_26_S11	ldh	L-lactate dehydrogenase
