qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	genome_name	gene_name	comp
AGGJHBAO_00080	tr|A0A2N0UR24|A0A2N0UR24_9FIRM	98	349	7	0	1	349	1	349	6e-205	708.8	CM03_47_S15	bsh	bsh
AGGJHBAO_01892	tr|A0A174FV32|A0A174FV32_9FIRM	98.5	336	5	0	1	336	1	336	3.1e-198	686.4	CM03_47_S15	bsh	bsh
AGGJHBAO_01892	tr|A0A174EAC0|A0A174EAC0_9FIRM	98.2	336	6	0	1	336	1	336	2e-197	683.7	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A415W1Y4|A0A415W1Y4_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A415Y4A6|A0A415Y4A6_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A417JP01|A0A417JP01_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A417UTY8|A0A417UTY8_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|D4N0V8|D4N0V8_ANAHA	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A6N2RN78|A0A6N2RN78_ANAHA	99.1	323	3	0	1	323	1	323	4.4e-194	672.5	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|L1QBV1|L1QBV1_ANAHA	99.1	323	3	0	1	323	1	323	7.6e-194	671.8	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A1Q2CAU9|A0A1Q2CAU9_ANAHA	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|E5VP64|E5VP64_9FIRM	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|R5Z9B8|R5Z9B8_9FIRM	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_47_S15	bsh	bsh
AGGJHBAO_02654	tr|A0A174S307|A0A174S307_ANAHA	99.1	323	3	0	1	323	1	323	1.3e-193	671	CM03_47_S15	bsh	bsh
EGPMHLCL_00113	tr|A0A2N0UR24|A0A2N0UR24_9FIRM	98	349	7	0	1	349	1	349	6e-205	708.8	CM03_84_S248	bsh	bsh
EGPMHLCL_02247	tr|A0A174FV32|A0A174FV32_9FIRM	98.5	336	5	0	1	336	1	336	3.1e-198	686.4	CM03_84_S248	bsh	bsh
EGPMHLCL_02247	tr|A0A174EAC0|A0A174EAC0_9FIRM	98.2	336	6	0	1	336	1	336	2e-197	683.7	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A415W1Y4|A0A415W1Y4_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A415Y4A6|A0A415Y4A6_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A417JP01|A0A417JP01_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A417UTY8|A0A417UTY8_9FIRM	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|D4N0V8|D4N0V8_ANAHA	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A6N2RN78|A0A6N2RN78_ANAHA	99.1	323	3	0	1	323	1	323	4.4e-194	672.5	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|L1QBV1|L1QBV1_ANAHA	99.1	323	3	0	1	323	1	323	7.6e-194	671.8	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A1Q2CAU9|A0A1Q2CAU9_ANAHA	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|E5VP64|E5VP64_9FIRM	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|R5Z9B8|R5Z9B8_9FIRM	99.1	323	3	0	1	323	1	323	9.9e-194	671.4	CM03_84_S248	bsh	bsh
EGPMHLCL_02807	tr|A0A174S307|A0A174S307_ANAHA	99.1	323	3	0	1	323	1	323	1.3e-193	671	CM03_84_S248	bsh	bsh
CFOPOANE_02673	tr|A0A1Q2CAU9|A0A1Q2CAU9_ANAHA	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A415W1Y4|A0A415W1Y4_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A415Y4A6|A0A415Y4A6_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A417JP01|A0A417JP01_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A417UTY8|A0A417UTY8_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|D4N0V8|D4N0V8_ANAHA	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A6N2RN78|A0A6N2RN78_ANAHA	99.4	323	2	0	1	323	1	323	1.2e-194	674.5	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|L1QBV1|L1QBV1_ANAHA	99.4	323	2	0	1	323	1	323	2e-194	673.7	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|E5VP64|E5VP64_9FIRM	99.4	323	2	0	1	323	1	323	2.6e-194	673.3	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|R5Z9B8|R5Z9B8_9FIRM	99.4	323	2	0	1	323	1	323	2.6e-194	673.3	CM06_11_S6	bsh	bsh
CFOPOANE_02673	tr|A0A174S307|A0A174S307_ANAHA	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM06_11_S6	bsh	bsh
NKGBJBBD_00280	tr|A0A374AUU7|A0A374AUU7_9FIRM	100	329	0	0	1	329	1	329	8e-199	688.3	CM06_28_S240	bsh	bsh
NKGBJBBD_00280	tr|A0A6N2SP25|A0A6N2SP25_9FIRM	99.7	329	1	0	1	329	1	329	5.2e-198	685.6	CM06_28_S240	bsh	bsh
NKGBJBBD_00280	tr|B0MC37|B0MC37_ANACD	99.7	329	1	0	1	329	4	332	5.2e-198	685.6	CM06_28_S240	bsh	bsh
NKGBJBBD_01017	tr|A0A1H3BS51|A0A1H3BS51_EUBBA	63.2	364	134	0	1	364	1	364	6.1e-139	489.6	CM06_28_S240	bsh	bsh
PNMPHDDN_02411	tr|A0A1Q2CAU9|A0A1Q2CAU9_ANAHA	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A415W1Y4|A0A415W1Y4_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A415Y4A6|A0A415Y4A6_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A417JP01|A0A417JP01_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A417UTY8|A0A417UTY8_9FIRM	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|D4N0V8|D4N0V8_ANAHA	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A6N2RN78|A0A6N2RN78_ANAHA	99.4	323	2	0	1	323	1	323	1.2e-194	674.5	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|L1QBV1|L1QBV1_ANAHA	99.4	323	2	0	1	323	1	323	2e-194	673.7	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|E5VP64|E5VP64_9FIRM	99.4	323	2	0	1	323	1	323	2.6e-194	673.3	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|R5Z9B8|R5Z9B8_9FIRM	99.4	323	2	0	1	323	1	323	2.6e-194	673.3	CM06_29_S244	bsh	bsh
PNMPHDDN_02411	tr|A0A174S307|A0A174S307_ANAHA	99.4	323	2	0	1	323	1	323	3.4e-194	672.9	CM06_29_S244	bsh	bsh
MANNIIDF_00353	tr|A0A374AUU7|A0A374AUU7_9FIRM	100	329	0	0	1	329	1	329	8e-199	688.3	CM06_64_S241	bsh	bsh
MANNIIDF_00353	tr|A0A6N2SP25|A0A6N2SP25_9FIRM	99.7	329	1	0	1	329	1	329	5.2e-198	685.6	CM06_64_S241	bsh	bsh
MANNIIDF_00353	tr|B0MC37|B0MC37_ANACD	99.7	329	1	0	1	329	4	332	5.2e-198	685.6	CM06_64_S241	bsh	bsh
MANNIIDF_01017	tr|A0A1H3BS51|A0A1H3BS51_EUBBA	63.2	364	134	0	1	364	1	364	6.1e-139	489.6	CM06_64_S241	bsh	bsh
ALJHPLOP_00020	tr|A0A415W1Y4|A0A415W1Y4_9FIRM	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A415Y4A6|A0A415Y4A6_9FIRM	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A417JP01|A0A417JP01_9FIRM	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A417UTY8|A0A417UTY8_9FIRM	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|D4N0V8|D4N0V8_ANAHA	100	323	0	0	1	323	1	323	2.4e-195	676.8	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A6N2RN78|A0A6N2RN78_ANAHA	99.7	323	1	0	1	323	1	323	3.1e-195	676.4	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|L1QBV1|L1QBV1_ANAHA	99.7	323	1	0	1	323	1	323	5.2e-195	675.6	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A1Q2CAU9|A0A1Q2CAU9_ANAHA	99.7	323	1	0	1	323	1	323	6.9e-195	675.2	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|E5VP64|E5VP64_9FIRM	99.7	323	1	0	1	323	1	323	6.9e-195	675.2	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|R5Z9B8|R5Z9B8_9FIRM	99.7	323	1	0	1	323	1	323	6.9e-195	675.2	CM07_26_S11	bsh	bsh
ALJHPLOP_00020	tr|A0A174S307|A0A174S307_ANAHA	99.7	323	1	0	1	323	1	323	8.9e-195	674.9	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A173UXL2|A0A173UXL2_ANAHA	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A173V7R5|A0A173V7R5_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A174D8V8|A0A174D8V8_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A174HSI5|A0A174HSI5_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C5TTN1|A0A1C5TTN1_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C5U7I7|A0A1C5U7I7_9CLOT	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C6BVX3|A0A1C6BVX3_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C6FXQ7|A0A1C6FXQ7_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A285PRT2|A0A285PRT2_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A373V9R9|A0A373V9R9_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A374AYZ4|A0A374AYZ4_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A3R6DJG5|A0A3R6DJG5_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A412MA68|A0A412MA68_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A415FJV4|A0A415FJV4_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A415VWX2|A0A415VWX2_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A415Y8U9|A0A415Y8U9_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A417C6D6|A0A417C6D6_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A417URI0|A0A417URI0_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A845KWQ3|A0A845KWQ3_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A5ZWR0|A5ZWR0_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A6BGZ5|A6BGZ5_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|C0EW54|C0EW54_9FIRM	100	325	0	0	1	325	1	325	4.5e-194	672.5	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A844GIR0|A0A844GIR0_9FIRM	99.7	325	1	0	1	325	1	325	5.8e-194	672.2	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C6IFT3|A0A1C6IFT3_9FIRM	99.7	325	1	0	1	325	1	325	7.6e-194	671.8	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A6N9LK70|A0A6N9LK70_9FIRM	99.7	325	1	0	1	325	1	325	7.6e-194	671.8	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C5RZ46|A0A1C5RZ46_9CLOT	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C5TMU3|A0A1C5TMU3_9FIRM	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A1C5VAP5|A0A1C5VAP5_9FIRM	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A373IZI9|A0A373IZI9_9FIRM	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A415HK39|A0A415HK39_9FIRM	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
ALJHPLOP_02224	tr|A0A417R5E7|A0A417R5E7_9FIRM	99.7	325	1	0	1	325	1	325	1.3e-193	671	CM07_26_S11	bsh	bsh
