ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
986378379	338410274	CM01_24_S247	GCA_003434455.1_ASM343445v1_genomic	69.968058	3009	3390	1617	0.505391	0.400000	0.500000
986378379	534266850	CM01_24_S247	GCA_008679275.1_ASM867927v1_genomic	97.969913	3009	2845	2290	0.782371	0.400000	0.500000
986378379	967328450	CM01_24_S247	GCA_008680515.1_ASM868051v1_genomic	98.206809	3009	2740	1990	0.692294	0.400000	0.500000
986378379	1024562110	CM01_24_S247	GCA_008680995.1_ASM868099v1_genomic	98.332664	3009	2955	2316	0.776660	0.400000	0.500000
986378379	78282800	CM01_24_S247	GCA_014866065.1_ASM1486606v1_genomic	98.082508	3009	2444	2101	0.770585	0.400000	0.500000
986378379	9868018	CM01_24_S247	GCA_017850655.1_ASM1785065v1_genomic	98.082398	3009	3183	2264	0.731266	0.400000	0.500000
986378379	879282112	CM01_24_S247	GCA_017851275.1_ASM1785127v1_genomic	97.907201	3009	3014	2347	0.779346	0.400000	0.500000
986378379	430829056	CM01_24_S247	GCA_017888015.1_ASM1788801v1_genomic	74.589341	3009	2650	1548	0.547093	0.400000	0.500000
986378379	788931016	CM01_24_S247	GCA_018364275.1_ASM1836427v1_genomic	69.831669	3009	3115	1582	0.516656	0.400000	0.500000
986378379	679792624	CM01_24_S247	GCA_018365775.1_ASM1836577v1_genomic	98.663593	3009	2522	2207	0.798047	0.400000	0.500000
986378379	359607040	CM01_24_S247	GCA_018375095.1_ASM1837509v1_genomic	69.968190	3009	3328	1586	0.500552	0.400000	0.500000
986378379	837301344	CM01_24_S247	GCA_018381315.1_ASM1838131v1_genomic	69.986184	3009	3330	1567	0.494400	0.400000	0.500000
986378379	346455952	CM01_24_S247	GCA_019114985.1_ASM1911498v1_genomic	75.223554	3009	2676	1539	0.541425	0.400000	0.500000
986378379	1039664130	CM01_24_S247	GCA_019119895.1_ASM1911989v1_genomic	74.430061	3009	2870	1645	0.559619	0.400000	0.500000
986378379	569217994	CM01_24_S247	GCA_900066705.1_14207_7_32_genomic	90.473212	3009	2929	1971	0.663860	0.400000	0.500000
986378379	562077286	CM01_24_S247	GCA_904419485.1_Chicken_16_mag_180_genomic	74.640276	3009	2744	1558	0.541630	0.400000	0.500000
986378379	555222240	CM01_24_S247	GCA_904419565.1_Chicken_21_mag_8_genomic	75.120477	3009	2726	1614	0.562860	0.400000	0.500000
986378379	602161413	CM01_24_S247	GCA_905199235.1_SRR2912801-mag-bin.12_genomic	69.964030	3009	3008	1479	0.491607	0.400000	0.500000
986378379	914358931	CM01_24_S247	GCA_905206325.1_ERR1600569-mag-bin.31_genomic	90.955238	3009	2475	1871	0.682349	0.400000	0.500000
986378379	829192648	CM01_24_S247	GCA_910574135.1_MGBC000029_genomic	70.116078	3009	3293	1586	0.503332	0.400000	0.500000
986378379	944410147	CM01_24_S247	GCA_910574775.1_MGBC000097_genomic	70.069478	3009	3310	1589	0.502928	0.400000	0.500000
986378379	750470447	CM01_24_S247	GCA_910574945.1_MGBC000090_genomic	70.083333	3009	3312	1590	0.503085	0.400000	0.500000
986378379	916140413	CM01_24_S247	GCA_910575065.1_MGBC000096_genomic	70.097984	3009	3286	1587	0.504210	0.400000	0.500000
986378379	816156767	CM01_24_S247	GCA_910575135.1_MGBC000098_genomic	70.096282	3009	3301	1587	0.503011	0.400000	0.500000
986378379	138322383	CM01_24_S247	GCF_000154305.1_ASM15430v1_genomic	69.934204	3009	3518	1589	0.486901	0.400000	0.500000
986378379	872531373	CM01_24_S247	GCF_000154545.1_ASM15454v1_genomic	98.282514	3009	3085	2339	0.767640	0.400000	0.500000
986378379	732580875	CM01_24_S247	GCF_000185525.1_ASM18552v1_genomic	98.586477	3009	3157	2237	0.725592	0.400000	0.500000
986378379	918808773	CM01_24_S247	GCF_000185825.1_ASM18582v1_genomic	70.257720	3009	3475	1535	0.473473	0.400000	0.500000
986378379	614704285	CM01_24_S247	GCF_000210695.1_ASM21069v1_genomic	98.151456	3009	3125	2301	0.750245	0.400000	0.500000
986378379	700782071	CM01_24_S247	GCF_000332875.2_ASM33287v2_genomic	98.095822	3009	2716	2238	0.781834	0.400000	0.500000
986378379	425180863	CM01_24_S247	GCF_000432215.1_MGS276_genomic	69.993191	3009	3250	1564	0.499760	0.400000	0.500000
986378379	66067027	CM01_24_S247	GCF_000508985.1_ASM50898v1_genomic	70.002724	3009	3571	1615	0.490881	0.400000	0.500000
986378379	785949977	CM01_24_S247	GCF_000876135.1_ASM87613v1_genomic	97.765195	3009	3580	2333	0.708150	0.400000	0.500000
986378379	205826691	CM01_24_S247	GCF_001304975.1_ASM130497v1_genomic	70.311641	3009	5039	1383	0.343688	0.400000	0.500000
986378379	843353130	CM01_24_S247	GCF_001404835.1_14207_7_31_genomic	98.687824	3009	3527	2468	0.755202	0.400000	0.500000
986378379	626686219	CM01_24_S247	GCF_001404955.1_13470_2_79_genomic	98.165296	3009	2915	2347	0.792370	0.400000	0.500000
986378379	207861835	CM01_24_S247	GCF_001405635.1_14207_7_82_genomic	98.273326	3009	3071	2285	0.751645	0.400000	0.500000
986378379	493393527	CM01_24_S247	GCF_001405715.1_13414_6_52_genomic	98.086856	3009	3316	2252	0.712095	0.400000	0.500000
986378379	431768003	CM01_24_S247	GCF_001998765.1_ASM199876v1_genomic	98.124274	3009	3104	2377	0.777687	0.400000	0.500000
986378379	556985565	CM01_24_S247	GCF_002270485.1_ASM227048v1_genomic	70.223528	3009	3438	1596	0.495114	0.400000	0.500000
986378379	816382499	CM01_24_S247	GCF_003461705.1_ASM346170v1_genomic	90.098599	3009	2555	1927	0.692667	0.400000	0.500000
986378379	764050077	CM01_24_S247	GCF_003461725.1_ASM346172v1_genomic	69.674908	3009	3416	1622	0.504903	0.400000	0.500000
986378379	41623715	CM01_24_S247	GCF_003473625.1_ASM347362v1_genomic	98.248127	3009	2745	2242	0.779284	0.400000	0.500000
986378379	832761085	CM01_24_S247	GCF_003473725.1_ASM347372v1_genomic	97.892175	3009	2896	2313	0.783404	0.400000	0.500000
986378379	457334979	CM01_24_S247	GCF_003477415.1_ASM347741v1_genomic	97.935437	3009	2952	2266	0.760275	0.400000	0.500000
986378379	319412061	CM01_24_S247	GCF_003480775.1_ASM348077v1_genomic	98.274370	3009	2864	2300	0.783245	0.400000	0.500000
986378379	609800931	CM01_24_S247	GCF_003480825.1_ASM348082v1_genomic	98.006415	3009	2895	2315	0.784214	0.400000	0.500000
986378379	532351139	CM01_24_S247	GCF_003481105.1_ASM348110v1_genomic	98.313623	3009	2975	2316	0.774064	0.400000	0.500000
986378379	854108483	CM01_24_S247	GCF_003481805.1_ASM348180v1_genomic	97.842427	3009	2924	2357	0.794539	0.400000	0.500000
986378379	1068651651	CM01_24_S247	GCF_005280655.1_ASM528065v1_genomic	70.177169	3009	3515	1625	0.498161	0.400000	0.500000
986378379	1019608061	CM01_24_S247	GCF_008416325.1_ASM841632v1_genomic	98.445702	3009	2935	2315	0.778937	0.400000	0.500000
986378379	788522975	CM01_24_S247	GCF_013302355.1_ASM1330235v1_genomic	97.692634	3009	3148	2301	0.747442	0.400000	0.500000
986378379	527818907	CM01_24_S247	GCF_013302445.1_ASM1330244v1_genomic	97.706581	3009	3083	2302	0.755745	0.400000	0.500000
986378379	948625501	CM01_24_S247	GCF_013302455.1_ASM1330245v1_genomic	97.781805	3009	3328	2355	0.743254	0.400000	0.500000
986378379	295690271	CM01_24_S247	GCF_013302465.1_ASM1330246v1_genomic	98.171581	3009	3048	2208	0.729074	0.400000	0.500000
986378379	716496865	CM01_24_S247	GCF_013302475.1_ASM1330247v1_genomic	98.150752	3009	2896	2260	0.765453	0.400000	0.500000
986378379	153691755	CM01_24_S247	GCF_013302525.1_ASM1330252v1_genomic	97.532799	3009	3184	2369	0.765057	0.400000	0.500000
986378379	687921433	CM01_24_S247	GCF_013302545.1_ASM1330254v1_genomic	97.757097	3009	3378	2360	0.739001	0.400000	0.500000
986378379	34986203	CM01_24_S247	GCF_013302555.1_ASM1330255v1_genomic	97.724350	3009	3313	2347	0.742487	0.400000	0.500000
986378379	455792797	CM01_24_S247	GCF_013302565.1_ASM1330256v1_genomic	97.815742	3009	3376	2344	0.734221	0.400000	0.500000
986378379	429271069	CM01_24_S247	GCF_013302595.1_ASM1330259v1_genomic	97.653782	3009	2936	2353	0.791590	0.400000	0.500000
986378379	835202417	CM01_24_S247	GCF_013302605.1_ASM1330260v1_genomic	97.773047	3009	2886	2343	0.794911	0.400000	0.500000
986378379	848023959	CM01_24_S247	GCF_013302645.1_ASM1330264v1_genomic	98.441925	3009	2907	2260	0.764030	0.400000	0.500000
986378379	615895323	CM01_24_S247	GCF_013302665.1_ASM1330266v1_genomic	98.442639	3009	2906	2262	0.764835	0.400000	0.500000
986378379	1036701917	CM01_24_S247	GCF_013302675.1_ASM1330267v1_genomic	98.301059	3009	2860	2313	0.788209	0.400000	0.500000
986378379	689975137	CM01_24_S247	GCF_013302685.1_ASM1330268v1_genomic	98.443164	3009	2896	2260	0.765453	0.400000	0.500000
986378379	254293297	CM01_24_S247	GCF_013302715.1_ASM1330271v1_genomic	98.132857	3009	3203	2310	0.743722	0.400000	0.500000
986378379	1008126485	CM01_24_S247	GCF_013302745.1_ASM1330274v1_genomic	98.038537	3009	2744	2194	0.762732	0.400000	0.500000
986378379	355191255	CM01_24_S247	GCF_013302755.1_ASM1330275v1_genomic	98.141768	3009	3185	2308	0.745237	0.400000	0.500000
986378379	529872611	CM01_24_S247	GCF_013302785.1_ASM1330278v1_genomic	98.045399	3009	2695	2195	0.769635	0.400000	0.500000
986378379	109066017	CM01_24_S247	GCF_013302795.1_ASM1330279v1_genomic	98.091211	3009	3259	2321	0.740587	0.400000	0.500000
986378379	94190771	CM01_24_S247	GCF_013302815.1_ASM1330281v1_genomic	98.122213	3009	3186	2305	0.744149	0.400000	0.500000
986378379	94487187	CM01_24_S247	GCF_013302845.1_ASM1330284v1_genomic	97.765537	3009	3275	2391	0.760980	0.400000	0.500000
986378379	515293781	CM01_24_S247	GCF_013302855.1_ASM1330285v1_genomic	97.763799	3009	3322	2377	0.750908	0.400000	0.500000
986378379	904400297	CM01_24_S247	GCF_013303175.1_ASM1330317v1_genomic	97.779528	3009	3319	2374	0.750316	0.400000	0.500000
986378379	822276757	CM01_24_S247	GCF_013303185.1_ASM1330318v1_genomic	98.045595	3009	2879	2327	0.790421	0.400000	0.500000
986378379	34211677	CM01_24_S247	GCF_013303225.1_ASM1330322v1_genomic	97.862948	3009	3219	2344	0.752730	0.400000	0.500000
986378379	341117077	CM01_24_S247	GCF_013304505.1_ASM1330450v1_genomic	98.263410	3009	2704	2252	0.788377	0.400000	0.500000
986378379	776075425	CM01_24_S247	GCF_013304555.1_ASM1330455v1_genomic	97.769200	3009	3377	2349	0.735672	0.400000	0.500000
986378379	370468721	CM01_24_S247	GCF_014131675.1_ASM1413167v1_genomic	69.937099	3009	3473	1589	0.490281	0.400000	0.500000
986378379	951145855	CM01_24_S247	GCF_014290215.1_ASM1429021v1_genomic	70.080576	3009	3567	1614	0.490876	0.400000	0.500000
986378379	556806247	CM01_24_S247	GCF_014467075.1_ASM1446707v1_genomic	69.937351	3009	3473	1589	0.490281	0.400000	0.500000
986378379	405093285	CM01_24_S247	GCF_015554695.1_ASM1555469v1_genomic	98.262081	3009	3176	2326	0.752142	0.400000	0.500000
986378379	282658517	CM01_24_S247	GCF_016586355.1_ASM1658635v1_genomic	74.725478	3009	3251	1672	0.534185	0.400000	0.500000
986378379	887923743	CM01_24_S247	GCF_017776395.1_ASM1777639v1_genomic	98.063605	3009	3057	2319	0.764590	0.400000	0.500000
986378379	389371285	CM01_24_S247	GCF_017776445.1_ASM1777644v1_genomic	98.074570	3009	2974	2326	0.777536	0.400000	0.500000
986378379	578049243	CM01_24_S247	GCF_017776475.1_ASM1777647v1_genomic	97.805526	3009	2837	2226	0.761546	0.400000	0.500000
986378379	971764739	CM01_24_S247	GCF_018223505.1_ASM1822350v1_genomic	90.348363	3009	2856	1924	0.656095	0.400000	0.500000
986378379	187549583	CM01_24_S247	GCF_018786105.1_ASM1878610v1_genomic	98.425673	3009	2920	2415	0.814640	0.400000	0.500000
986378379	276707689	CM01_24_S247	GCF_018786145.1_ASM1878614v1_genomic	98.064799	3009	2766	2267	0.785108	0.400000	0.500000
986378379	508836325	CM01_24_S247	GCF_018786165.1_ASM1878616v1_genomic	91.072453	3009	2955	1953	0.654930	0.400000	0.500000
986378379	466475887	CM01_24_S247	GCF_018918155.1_ASM1891815v1_genomic	78.646431	3009	2473	1667	0.608172	0.400000	0.500000
986378379	585091843	CM01_24_S247	GCF_018982945.1_ASM1898294v1_genomic	76.551637	3009	2542	1649	0.594127	0.400000	0.500000
986378379	378611401	CM01_24_S247	GCF_900624715.1_81B4_genomic	70.119659	3009	3393	1582	0.494221	0.400000	0.500000
986378379	931454493	CM01_24_S247	GCF_902362655.1_MGYG-HGUT-00052_genomic	70.166355	3009	3358	1602	0.503220	0.400000	0.500000
986378379	484275199	CM01_24_S247	GCF_902362875.1_MGYG-HGUT-00065_genomic	90.473212	3009	2929	1971	0.663860	0.400000	0.500000
986378379	976951064	CM01_24_S247	GCF_902362985.1_MGYG-HGUT-00080_genomic	70.095942	3009	3240	1577	0.504721	0.400000	0.500000
986378379	181578626	CM01_24_S247	GCF_902388025.1_UHGG_MGYG-HGUT-02528_genomic	98.124274	3009	3104	2377	0.777687	0.400000	0.500000
986378379	851785920	CM01_24_S247	SRR13592713	97.847687	3009	3116	2227	0.727184	0.400000	0.500000
986378379	851785701	CM01_24_S247	SRR13592785	98.066291	3009	3304	2173	0.688421	0.400000	0.500000
986378379	851784891	CM01_24_S247	SRR13592839	97.947858	3009	3167	2241	0.725712	0.400000	0.500000
986378379	742547754	CM01_24_S247	SRR18440051	98.358046	3009	3201	2206	0.710467	0.400000	0.500000
986378379	742547630	CM01_24_S247	SRR18440091	97.668365	3009	3365	2238	0.702228	0.400000	0.500000
986378379	742547628	CM01_24_S247	SRR18440093	97.530056	3009	3464	2329	0.719605	0.400000	0.500000
986378379	742546948	CM01_24_S247	SRR18440101	97.588333	3009	3385	2340	0.731936	0.400000	0.500000
634837943	986378379	CM02_14_S245	CM01_24_S247	98.022661	3690	3009	2416	0.721302	0.400000	0.500000
634837943	634837943	CM02_14_S245	CM02_14_S245	100.000000	3690	3690	3686	0.998916	0.400000	0.500000
634837943	66625002	CM02_14_S245	CM02_2_S14	97.310198	3690	3078	2368	0.699764	0.400000	0.500000
634837943	905744770	CM02_14_S245	CM02_5_S246	98.570972	3690	3035	2408	0.716134	0.400000	0.500000
634837943	1010594904	CM02_14_S245	CM02_91_S238	69.891272	3690	3357	1627	0.461757	0.400000	0.500000
634837943	667285071	CM02_14_S245	CM03_34_S239	69.891272	3690	3354	1627	0.461953	0.400000	0.500000
634837943	821397712	CM02_14_S245	CM03_42_S4	97.723773	3690	3127	2364	0.693560	0.400000	0.500000
634837943	301857139	CM02_14_S245	CM03_47_S15	99.996574	3690	3700	3663	0.991340	0.400000	0.500000
634837943	524733932	CM02_14_S245	CM03_84_S248	99.999646	3690	3692	3669	0.994040	0.400000	0.500000
634837943	813858893	CM02_14_S245	CM06_11_S6	98.155958	3690	3101	2400	0.706818	0.400000	0.500000
634837943	653557253	CM02_14_S245	CM06_28_S240	70.232158	3690	3288	1631	0.467469	0.400000	0.500000
634837943	682186408	CM02_14_S245	CM06_29_S244	98.220323	3690	3048	2384	0.707628	0.400000	0.500000
634837943	205911922	CM02_14_S245	CM06_64_S241	70.232158	3690	3295	1631	0.467001	0.400000	0.500000
634837943	904990394	CM02_14_S245	CM07_26_S11	97.729635	3690	2978	2330	0.698860	0.400000	0.500000
634837943	880978847	CM02_14_S245	CM07_31_S12	97.779820	3690	3022	2329	0.693981	0.400000	0.500000
634837943	598015336	CM02_14_S245	CM1_23_S50	98.052139	3690	2825	2314	0.710361	0.400000	0.500000
634837943	600785901	CM02_14_S245	CM1_26_S52	97.695803	3690	2954	2335	0.702890	0.400000	0.500000
634837943	12736013	CM02_14_S245	CM1_30_S215	98.013899	3690	3056	2421	0.717759	0.400000	0.500000
634837943	671318810	CM02_14_S245	CM7_52_S47	97.726988	3690	2966	2327	0.699219	0.400000	0.500000
634837943	636225010	CM02_14_S245	CM7_69_S49	97.670676	3690	2997	2336	0.698669	0.400000	0.500000
634837943	823122783	CM02_14_S245	CM7_88B_S63	98.028264	3690	3051	2420	0.717994	0.400000	0.500000
634837943	338410274	CM02_14_S245	GCA_003434455.1_ASM343445v1_genomic	70.205836	3690	3390	1662	0.469492	0.400000	0.500000
634837943	534266850	CM02_14_S245	GCA_008679275.1_ASM867927v1_genomic	98.142003	3690	2845	2326	0.711859	0.400000	0.500000
634837943	967328450	CM02_14_S245	GCA_008680515.1_ASM868051v1_genomic	98.400288	3690	2740	2081	0.647278	0.400000	0.500000
634837943	1024562110	CM02_14_S245	GCA_008680995.1_ASM868099v1_genomic	98.385472	3690	2955	2354	0.708503	0.400000	0.500000
634837943	78282800	CM02_14_S245	GCA_014866065.1_ASM1486606v1_genomic	98.327610	3690	2444	2117	0.690251	0.400000	0.500000
634837943	9868018	CM02_14_S245	GCA_017850655.1_ASM1785065v1_genomic	97.525544	3690	3183	2296	0.668122	0.400000	0.500000
634837943	879282112	CM02_14_S245	GCA_017851275.1_ASM1785127v1_genomic	98.291237	3690	3014	2442	0.728520	0.400000	0.500000
634837943	430829056	CM02_14_S245	GCA_017888015.1_ASM1788801v1_genomic	74.786273	3690	2650	1599	0.504416	0.400000	0.500000
634837943	788931016	CM02_14_S245	GCA_018364275.1_ASM1836427v1_genomic	70.044030	3690	3115	1608	0.472594	0.400000	0.500000
634837943	679792624	CM02_14_S245	GCA_018365775.1_ASM1836577v1_genomic	98.603939	3690	2522	2196	0.707019	0.400000	0.500000
634837943	359607040	CM02_14_S245	GCA_018375095.1_ASM1837509v1_genomic	69.856319	3690	3328	1622	0.462240	0.400000	0.500000
634837943	837301344	CM02_14_S245	GCA_018381315.1_ASM1838131v1_genomic	69.713422	3690	3330	1613	0.459544	0.400000	0.500000
634837943	346455952	CM02_14_S245	GCA_019114985.1_ASM1911498v1_genomic	75.219893	3690	2676	1591	0.499843	0.400000	0.500000
634837943	1039664130	CM02_14_S245	GCA_019119895.1_ASM1911989v1_genomic	74.559426	3690	2870	1708	0.520732	0.400000	0.500000
634837943	569217994	CM02_14_S245	GCA_900066705.1_14207_7_32_genomic	89.917170	3690	2929	2021	0.610666	0.400000	0.500000
634837943	562077286	CM02_14_S245	GCA_904419485.1_Chicken_16_mag_180_genomic	74.647442	3690	2744	1603	0.498290	0.400000	0.500000
634837943	555222240	CM02_14_S245	GCA_904419565.1_Chicken_21_mag_8_genomic	74.970549	3690	2726	1657	0.516521	0.400000	0.500000
634837943	602161413	CM02_14_S245	GCA_905199235.1_SRR2912801-mag-bin.12_genomic	70.034708	3690	3008	1491	0.445208	0.400000	0.500000
634837943	914358931	CM02_14_S245	GCA_905206325.1_ERR1600569-mag-bin.31_genomic	90.698440	3690	2475	1923	0.623844	0.400000	0.500000
634837943	829192648	CM02_14_S245	GCA_910574135.1_MGBC000029_genomic	70.148659	3690	3293	1640	0.469712	0.400000	0.500000
634837943	944410147	CM02_14_S245	GCA_910574775.1_MGBC000097_genomic	70.109653	3690	3310	1642	0.469143	0.400000	0.500000
634837943	750470447	CM02_14_S245	GCA_910574945.1_MGBC000090_genomic	70.126446	3690	3312	1643	0.469294	0.400000	0.500000
634837943	916140413	CM02_14_S245	GCA_910575065.1_MGBC000096_genomic	70.132165	3690	3286	1640	0.470183	0.400000	0.500000
634837943	816156767	CM02_14_S245	GCA_910575135.1_MGBC000098_genomic	70.145308	3690	3301	1641	0.469461	0.400000	0.500000
634837943	138322383	CM02_14_S245	GCF_000154305.1_ASM15430v1_genomic	69.945232	3690	3518	1636	0.453940	0.400000	0.500000
634837943	872531373	CM02_14_S245	GCF_000154545.1_ASM15454v1_genomic	98.039356	3690	3085	2438	0.719705	0.400000	0.500000
634837943	732580875	CM02_14_S245	GCF_000185525.1_ASM18552v1_genomic	98.425622	3690	3157	2332	0.681174	0.400000	0.500000
634837943	918808773	CM02_14_S245	GCF_000185825.1_ASM18582v1_genomic	70.088269	3690	3475	1594	0.444941	0.400000	0.500000
634837943	614704285	CM02_14_S245	GCF_000210695.1_ASM21069v1_genomic	98.056587	3690	3125	2414	0.708437	0.400000	0.500000
634837943	700782071	CM02_14_S245	GCF_000332875.2_ASM33287v2_genomic	98.240656	3690	2716	2285	0.713394	0.400000	0.500000
634837943	425180863	CM02_14_S245	GCF_000432215.1_MGS276_genomic	69.768063	3690	3250	1600	0.461095	0.400000	0.500000
634837943	66067027	CM02_14_S245	GCF_000508985.1_ASM50898v1_genomic	70.430450	3690	3571	1688	0.464950	0.400000	0.500000
634837943	785949977	CM02_14_S245	GCF_000876135.1_ASM87613v1_genomic	97.804963	3690	3580	2690	0.740028	0.400000	0.500000
634837943	205826691	CM02_14_S245	GCF_001304975.1_ASM130497v1_genomic	70.021308	3690	5039	1422	0.325811	0.400000	0.500000
634837943	843353130	CM02_14_S245	GCF_001404835.1_14207_7_31_genomic	97.155211	3690	3527	2658	0.736594	0.400000	0.500000
634837943	626686219	CM02_14_S245	GCF_001404955.1_13470_2_79_genomic	98.435711	3690	2915	2334	0.706737	0.400000	0.500000
634837943	207861835	CM02_14_S245	GCF_001405635.1_14207_7_82_genomic	97.441046	3690	3071	2351	0.695459	0.400000	0.500000
634837943	493393527	CM02_14_S245	GCF_001405715.1_13414_6_52_genomic	98.083340	3690	3316	2593	0.740223	0.400000	0.500000
634837943	431768003	CM02_14_S245	GCF_001998765.1_ASM199876v1_genomic	98.055842	3690	3104	2345	0.690315	0.400000	0.500000
634837943	556985565	CM02_14_S245	GCF_002270485.1_ASM227048v1_genomic	70.333454	3690	3438	1656	0.464646	0.400000	0.500000
634837943	816382499	CM02_14_S245	GCF_003461705.1_ASM346170v1_genomic	90.648129	3690	2555	1951	0.624820	0.400000	0.500000
634837943	764050077	CM02_14_S245	GCF_003461725.1_ASM346172v1_genomic	69.924738	3690	3416	1621	0.456234	0.400000	0.500000
634837943	41623715	CM02_14_S245	GCF_003473625.1_ASM347362v1_genomic	98.271806	3690	2745	2254	0.700544	0.400000	0.500000
634837943	832761085	CM02_14_S245	GCF_003473725.1_ASM347372v1_genomic	97.937419	3690	2896	2317	0.703614	0.400000	0.500000
634837943	457334979	CM02_14_S245	GCF_003477415.1_ASM347741v1_genomic	98.004245	3690	2952	2344	0.705812	0.400000	0.500000
634837943	319412061	CM02_14_S245	GCF_003480775.1_ASM348077v1_genomic	98.310469	3690	2864	2369	0.722917	0.400000	0.500000
634837943	609800931	CM02_14_S245	GCF_003480825.1_ASM348082v1_genomic	98.008511	3690	2895	2350	0.713743	0.400000	0.500000
634837943	532351139	CM02_14_S245	GCF_003481105.1_ASM348110v1_genomic	97.931136	3690	2975	2298	0.689572	0.400000	0.500000
634837943	854108483	CM02_14_S245	GCF_003481805.1_ASM348180v1_genomic	98.188215	3690	2924	2291	0.692773	0.400000	0.500000
634837943	1068651651	CM02_14_S245	GCF_005280655.1_ASM528065v1_genomic	70.287396	3690	3515	1678	0.465788	0.400000	0.500000
634837943	1019608061	CM02_14_S245	GCF_008416325.1_ASM841632v1_genomic	98.139319	3690	2935	2336	0.705208	0.400000	0.500000
634837943	788522975	CM02_14_S245	GCF_013302355.1_ASM1330235v1_genomic	97.267591	3690	3148	2362	0.690845	0.400000	0.500000
634837943	527818907	CM02_14_S245	GCF_013302445.1_ASM1330244v1_genomic	97.447951	3690	3083	2343	0.691865	0.400000	0.500000
634837943	948625501	CM02_14_S245	GCF_013302455.1_ASM1330245v1_genomic	97.328128	3690	3328	2398	0.683386	0.400000	0.500000
634837943	295690271	CM02_14_S245	GCF_013302465.1_ASM1330246v1_genomic	97.374440	3690	3048	2275	0.675275	0.400000	0.500000
634837943	716496865	CM02_14_S245	GCF_013302475.1_ASM1330247v1_genomic	97.961381	3690	2896	2324	0.705739	0.400000	0.500000
634837943	153691755	CM02_14_S245	GCF_013302525.1_ASM1330252v1_genomic	97.818053	3690	3184	2440	0.709921	0.400000	0.500000
634837943	687921433	CM02_14_S245	GCF_013302545.1_ASM1330254v1_genomic	97.179772	3690	3378	2410	0.681947	0.400000	0.500000
634837943	34986203	CM02_14_S245	GCF_013302555.1_ASM1330255v1_genomic	97.115469	3690	3313	2366	0.675710	0.400000	0.500000
634837943	455792797	CM02_14_S245	GCF_013302565.1_ASM1330256v1_genomic	97.181522	3690	3376	2392	0.677045	0.400000	0.500000
634837943	429271069	CM02_14_S245	GCF_013302595.1_ASM1330259v1_genomic	97.937748	3690	2936	2265	0.683670	0.400000	0.500000
634837943	835202417	CM02_14_S245	GCF_013302605.1_ASM1330260v1_genomic	98.014646	3690	2886	2260	0.687348	0.400000	0.500000
634837943	848023959	CM02_14_S245	GCF_013302645.1_ASM1330264v1_genomic	98.167633	3690	2907	2294	0.695468	0.400000	0.500000
634837943	615895323	CM02_14_S245	GCF_013302665.1_ASM1330266v1_genomic	98.156742	3690	2906	2299	0.697089	0.400000	0.500000
